head_id,form,lemma,verb,verb_compound,morph_case,sentence_id,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,classification2,explanation2
4706863,sfääris,sfäär,ringlema,,in,2935745,"Kuna olen naftat puurinud ja geoloogilistel ekspeditsioonidel käinud , kõik mu noorepõlve aastad on ju rännakute rõõmud , siis olen selles sfääris ringelnud .",,,,no,"The phrase 'sfääris' was classified as not a location because it refers to a metaphorical sphere of activity or domain, not a physical or geographical location.",yes,
15445097,sisusse,sisu,hakkama,,ill,9623819,"See oli aeg , kus raamatuhuviline poest kõik ilmunud uudiskirjanduse koju tassis ja alles siis sisusse hakkas süvenema .",,,,no,"The phrase 'sisusse' refers to content or substance of something, not a physical location.",no,"The phrase 'sisusse' was classified as 'no' because it refers to delving into the substance or content, not a physical location or place."
23200009,kohtumises,kohtumine,võimutsema,,in,14726226,"Uued , ründaja segamist takistavad reeglid võimutsesid kohtumises Miami-Detroit , kus kodumeeskonna algviisiklastest suutis vaid Tim Hardaway teiseks lisaajaks kuue veaga väljalangemist vältida .",,event,,no,"The word 'kohtumises' refers to an event or a meeting, not a physical geographic location.",yes,
5556207,Iraagist,Iraak,varastama,,el,3450762,"BAGDAD , 25. oktoober ( EPLO ) - Kurjategijad varastasid Iraagist al-Qaqa ladudest 40 autokoormat eriti tugevat lõhkeainet , seda on on kokku 380 tonni .",,location,LOC,yes,,yes,
3412279,Riiga,Riia,saama,,adit,2136237,"Meidki saadeti klassiga paari maja läbi kammima , kõik koolilapsed käisid sedasi politseile abiks , ja lõpuks Reaali-poisid leidsidki ta üles ja said selle eest preemiaks ekskursiooni Riiga .",,location,LOC,yes,,yes,"The phrase 'Riiga' indicates a destination or location to which the excursion occurred, making it an adverbial of place."
13447624,garaazhi,garaazh,kiirustama,,adit,8391251,"Kuulanud ära Evald Mikkeli politoloogia põhikursuse loengu , kiirustasid noormehed ühte Karlova linnaosa garaazhi , kus trükkal plakateid suurformaadis välja trükkis .",,,,yes,,yes,"The phrase 'garaazhi' specifies a location where the event (trükkal plakateid suurformaadis välja trükkis) took place, classifying it as an adverbial of place."
4458263,Jordaaniasse,Jordaania,olema,,ill,2780022,"Jordaaniasse spordilaagrisse teel olnud 15 idamaiste võitluskunstide meistrit rööviti eelmise aasta mais Bagdadi lähistel Anbari provintsis , vahendab BBC .",,location,LOC,yes,,yes,
11285050,Karulasse,Karula,astuma,sisse,ill,7025222,"Kui peaminister veel endises ametis olles Viljandimaad külastades Karulasse sisse astus , sealsete raske puudega hoolealustega tehtava töö keerukusest , töötajate madalatest palkadest ning hoolekandeasutustele järjest lisanduvate euronõuete täitmise võimatusest napi riigifinantseerimise juures ülevaate sai , olid tema sõnad lahkudes : teeme , mis suudame .",,location,LOC,yes,"The phrase 'Karulasse' refers to a specific location, Karula, which is classified as a location.",yes,
28358862,klavjatuurile,klavjatuur,valguma,,all,18769256,"Pühi lõug puhtaks , kuidu valgub ila klavjatuurile , siis on jama kui palju",,,,yes,,yes,
2134732,lastekirjandusse,lastekirjandus,laienema,,adit,1342513,See atmosfäär laienes ka lastekirjandusse .,,,,no,"The phrase 'lastekirjandusse' refers to children's literature, which is a domain or field, not a location, so it was classified as 'no'.",yes,
27960385,Koreast,korea,jõudma,tagasi,el,18455477,Üleeile jõudis Koreast koju tagasi Rahvusvahelisel Informaatikaolümpiaadil ( IOI ) Eestit esindanud võistkond .,,state,LOC,yes,,yes,
1235194,Californias,California,sadama,,in,774529,"Näiteks leidis ta , et kuigi sel ajavahemikul Californias kõvasti sadas , muutsid eelmised El Niñod sealse ala eriliselt sademetevaeseks .",,location,LOC,yes,,yes,
23257964,riiki,riik,pöörduma,tagasi,adit,14784788,"( 3 ) Pagulasele , kes pöördub tagasi oma kodakondsusjärgsesse riiki , alalisele asukohamaale või asub ümber muusse riiki , võib Vabariigi Valitsuse poolt kehtestatud tingimustel ja korras maksta riigieelarvest ühekordset toetust ulatuses , mis korvab täielikult või osaliselt tema reisikulud .",,,,yes,"The phrase 'riiki' refers to a country, which is a physical location.",yes,
16096960,kestast,kest,voolama,välja,el,10034033,"Paar tundi tules soojenenud ja siis lõhkenud mürsk oleks eridemineerijate hinnangul võinud veelgi traagilisemaid tagajärgi põhjustada , kuid õnneks oli osa lõhkeainet juba enne plahvatust kestast välja voolanud .",,,,no,"The phrase 'kestast' refers to a shell or casing and is not a location, so it was classified as 'no'.",yes,
2896953,EMU-sse,EMU,andma,,ill,1819927,Samas annab ka Euroopa Rahandusinstituut Frankfurdis oma hinnangu EMU-sse pürgijatele .,,,ORG,no,The phrase 'EMU-sse' was classified as 'no' because it refers to a monetary union (European Monetary Union) rather than a physical location.,yes,Classified as adverbial of place ('yes') because 'EMU-sse' specifies a destination related to the action of striving or aspiring.
24802612,poliitikutesse,poliitik,kaduma,,ill,15944895,Kõigepealt kadus Soomes usk poliitikutesse .,,alive,,no,"‘poliitikutesse’ was classified as not a location because it refers to a group of people (politicians), not a geographic place.",yes,Classified as adverbial of place ('yes') because 'poliitikutesse' indicates the direction or focus of the loss of faith.
19093095,mõisast,mõis,röövima,,el,11931716,Neli silmapaistmatult riides meest röövisid Briti suurima maaomaniku hertsog Buccleuchi mõisast Šotimaal Leonardo da Vinci hindamatu maali « La Madonna dei Fusi » ( « Värtnamadonna » ) .,,location,,yes,"The term 'mõisast' refers to a specific physical location or estate, indicating where the event occurred.",yes,
2115757,koju,kodu,sulgema,,adit,1330898,"Konflikti järel end koju sulgenud Marjak andis end politsei kätte alles pärast tunde kestnud läbirääkimisi , milleks toodi Tallinnast kohale ka politsei eriüksus K.",,location,,yes,,yes,
2995444,kombitsaisse,kombits,kihutama,,ill,1880365,"Loomulikult sobib ta paari kapten Finneganiga ( Treat Williams ) , kes koos kahaneva smugeldajate kambaga vähemalt 100 000 kuuli koletise kombitsaisse kihutab .",,,,no,"The word 'kombitsaisse' refers to tentacles, which are part of a creature and not a geographical or physical location, so it is classified as 'no'.",yes,
10311036,nõukogus,nõukogu,kohama,,in,6413807,""" Ma pole haigekassa nõukogus kohanud piisavalt tahet näha ravikindlustust pikas vaates .",,location,,no,"The term 'nõukogus' refers to a board or council, which is an organizational entity, not a geographic location, so it is classified as 'no'.",yes,
9830899,kaldale,kallas,naasma,,all,6124980,"Pärnu häirekeskus teatas pühapäeval kella 12.30 ajal Pärnu piirivalvepiirkonna korrapidajale , et Varbla vallas Muriste külas Avanina poolsaarel seisab Toyota Hiace'i väikebuss , millega sõitnud kaks meest läksid laupäeva õhtul merele ega naasnud enam kaldale .",,location,,yes,,yes,
17152679,finaalis,finaal,jalutama,,in,10703914,"Võit tuli hoolimata sellest , et finaalis jalutas ta laval väänatud jalaga .",,,,no,"The word 'finaalis' refers to an event or stage in a competition, not a specific physical location.",yes,
18420002,elusse,elu,investeerima,,ill,11500261,"Kaalujälgijate lugusid kuulates jääd isegi uskuma , et need inimesed tõesti investeeerivad elusse ja tulevikku .",,,,no,The phrase 'elusse' refers to life in general and not a specific location.,yes,
16079309,ettevõtteisse,ettevõte,jätkama,,ill,10023273,"Välisinvestorid jätkavad Eesti ettevõtteisse investeerimist samasuguse hooga kui mullu , mil välisinvesteeringuid tehti Eestisse enam kui 5 miljardi krooni eest .",,,,no,"The phrase 'ettevõtteisse' refers to businesses or companies rather than a location, so it is classified as 'no'.",yes,
25183000,riigieelarvesse,riigieelarve,tooma,tagasi,ill,16259691,"Kas komisjonis tuli ka jutuks selline temaatika , et kui mina saan tasulise arstiabi kasutamisel maksusoodustust , siis arsti sissetulek suureneb ja tema maksab minu raha pealt jällegi tulumaksu , mis toob tulumaksu jälle uuesti riigieelarvesse tagasi , aga selle tulemusel ei ole minu n-ö tulumaksuga maksustatav raha kulutatud mitte hilpude peale , vaid õilsal eesmärgil , tervise parandamiseks ?",,,,no,"The phrase 'riigieelarvesse' was classified as 'no' because it refers to the state budget, not a location.",yes,"The word 'riigieelarvesse' indicates direction towards the state budget, which is a location in an abstract sense, and therefore, it is classified as an adverbial of place."
2660879,Bangkokis,Bangkok,puhkema,,in,1670991,"23. veebruar 1997 : Tuli puhkes Bangkokis 36korruselises Presidendi tornis , kus asusid hotell , ostukeskus ja kontorid ; hukkus kolm inimest , hävisid hoone VII-X korrus .",,location,LOC,yes,,yes,
26387717,Powercolori,Powercolor,saama,,adit,17186422,"Esmalt panin monitori VGA auku ja kaasasolnud plaadilt driverid peale , pilt imelikult väike , virvendab kui krt ( vaatamata sellele , et refresh kasvõi 200Hz keerata ) Sai installit drivereid nii Powercolori kui ka ATI saidilt ( powered by ATI ) kuid ei ss-gi , ikka sama .",,,PER,no,"The phrase 'Powercolori' refers to a brand or company name, not a location.",no,The word 'Powercolori' refers to a specific brand and does not indicate location or place; hence it is not an adverbial of place.
19999594,Ida-Rootsis,Ida-Rootsi,röövima,,in,12495022,Jaanuari alguses Ida-Rootsis kümne minutiga kahte panka röövinud ja kohe tabatud kaht eestlast kahtlustab kuningriigi politsei veel nelja panga tühjendamises .,,,LOC,yes,,yes,
566404,Päikeselt,päike,väljuma,,abl,366200,Samaaegselt väljub Päikeselt ka korpuskulaarne kiirgus ioniseeritud gaasi väljavoolu näol .,,,LOC,yes,,yes,
1363642,Sydneys,Sydney,jälgima,,in,856237,Mega jälgis eile ja täna Erki Noole heitlust olümpiakulla eest Sydneys ning hoidis talle pöialt .,,location,LOC,yes,"The word 'Sydneys' is the name of a specific city, hence classified as a location.",yes,
3366730,Antverpenis,Antverpen,märatsema,,in,2109069,Enne jõule aga märatsesid pagulastest noored Antverpenis .,,location,LOC,yes,,yes,
2975952,Bagdadist,Bagdad,sõitma,,el,1868550,"Eksperte saatvad diplomaadid ütlesid , et sõidavad esmalt Bagdadist 175 kaugusel asuvasse Tikritisse , mille lähedal sündis Saddam , ja seejärel Mosulisse , kus paikneb põhjapoolseim presidendipalee .",,location,LOC,yes,,yes,
9551192,Pihkvas,Pihkva,laskma,maha,in,5949656,"Esialgseil andmeil pole Pihkva miilits siiani suutnud tabada kurjategijaid , kes Everi ( 48 ) mullu mais Pihkvas maha lasid .",,location,LOC,yes,,yes,
18737038,angaari,angaar,vedama,,adit,11707740,"Kui ma uksest sisse astusin , sõitis raske masin Phantomi juurde ning vedas ta tehnilise kontrolli angaari .",,location,,yes,,yes,
12269706,kellesse,kes,pidama,,ill,7650753,"Kohustuslikult sisse toodud naiskolleeg , kellesse mõlemad armuma peavad , küündimatu metroojaamade esisolge , kellele koha näitamiseks tervelt poolteist tundi aega läheb , on võõrkehad .",,,,no,"The word 'kellesse' indicates a direction or relationship rather than a physical location, so it is classified as 'no'.",no,"The phrase 'kellesse' refers to a person rather than a place, so it is not classified as an adverbial of place."
8711293,ARK-s,ARK,omama,,in,5433203,""" Käis tihe koostöö , Kaljusaar sai autokooli sekretärina tunnistusi võltsida , Stolts omas kontakti Pärnu ARK-s , igaühel oli oma roll ja tööjaotus , "" ütles prokurör Hirvoja .",,location,LOC,no,ARK-s refers to a specific institution and not a geographic or physical location.,yes,"The phrase 'ARK-s' specifies a particular place (Pärnu ARK), making it an adverbial of place."
28019385,teaduses,teadus,edenema,,in,18502685,"Ja teha igal aastal teaduspoliitikas püstitatud ülesannete täitmisest vahekokkuvõte , kuidas edenevad asjad Eesti teaduses 21. sajandi alguses .",,,,no,"The word 'teaduses' refers to science as a field of study, not a geographical or physical location.",no,"The phrase 'teaduses' refers to the domain of science rather than a physical location, so it is not classified as an adverbial of place."
49460,tippu,tipp,ronima,,adit,28796,"Sama , nagu vastas üks kuulus mees , kes ronis Mount Everesti tippu : “ Sellepärast , et see oli seal .",,,,yes,,yes,
11345138,kajutisse,kajut,marssima,,ill,7059889,"Heitnud viimase pilgu ristlejatele , marssis ta kajutisse .",,location,,yes,,yes,
14071514,Palmasse,Palma,lähetama,,ill,8768167,Eesti lähetab XX suveuniversiaadile Palmasse 40 sportlast,,location,LOC,yes,,yes,
13411977,kirjast,kiri,kostma,,el,8369797,"Võimalik , et te seda praegu veel pole , sest kirjast kostab rohkem ahastust sel teemal , mida teie eakaaslased on juba saavutanud .",,,,no,"The phrase 'kirjast' refers to a publisher or publishing house in this context, which is not a geographical location, so it is classified as 'no'.",yes,
25490571,Birminghamis,Birmingham,pidama,,in,16530418,Arsenal ja United peavad kordusmängu 14 . aprillil Birminghamis .,,location,LOC,?,?,yes,
23341738,folderitesse,folderites,panema,,adit,14844542,"Ainuüksi EXIF infost on juba otsingul paljuabi , on programme , mis panevad selle järgi pildid folderitesse , lisavadfailinimele kellaaja järjenumbri jne .",,,,no,"The phrase 'folderitesse' refers to virtual folders, which are not physical locations.",yes,
17835850,grupist,grupp,pagema,,el,11133350,Olle elavnes esimest korda kolmanda vahefiniši eel ning pages koos Meelis Aasmäe ja rootslase Erik Erikseniga grupist veerand minuti kaugusele .,,,,no,"The word 'grupist' refers to a group from which someone moved away, not a specific location.",yes,
11326059,keldrisse,kelder,eksima,,ill,7050090,"Ta tahtis lisada , et nendele , kes eksivad liiga sügavale keldrisse , kuid ei saanud kuivade huulte vahelt rohkem sõnu välja pressitud .",,location,,yes,,yes,"The phrase 'keldrisse' indicates a physical location, making it an adverbial of place."
17571167,Göteborgis,Göteborg,harjutama,,in,10970374,"Alates esmaspäevast harjutab Tartu üks paremaid kergejõustiklasi taas Rootsis Göteborgis , kus eestlasele on loodud väga head treeningutingimused .",,location,LOC,yes,,yes,
2500765,Pärnus,Pärnu,õpetama,,in,1571753,""" Nüüd ma siis ütlesin , et õpetan Pärnus , Eesti suuruselt kolmandas linnas , "" lausus Järvi .",,location,LOC,yes,"The word 'Pärnus' refers to a specific city in Estonia, making it a location.",yes,
5747613,maaeluprobleemidesse,maaeluprobleem,hakkama,,ill,3569342,Sel aastal on suhtumine maaeluprobleemidesse heas mõttes muutuma hakanud .,,,,no,"The phrase 'maaeluprobleemidesse' refers to rural issues rather than a specific location, so it is not classified as a location.",no,"The phrase 'maaeluprobleemidesse' refers to an abstract concept and does not indicate a physical location, so it is not classified as an adverbial of place."
2929294,Itaaliasse,Itaalia,saama,,ill,1840038,Õnnetuseks sai kolmest Rodolfost parim nädal enne esietendust stipendiumi Itaaliasse .,,location,LOC,yes,,yes,
7338962,autobaasist,autobaas,tellima,,el,4565890,"Meistri sõnul peab ta õigemaks , et kogu riigiaparaat telliks autod ühest kohast - Riigikantselei autobaasist .",,location,,yes,,yes,
6924171,Alanyasse,Alanya,saama,,ill,4303790,"Vähetähtis polnud ka asjaolu , et Alanyasse saab otse lennukiga kolme ja poole tunniga ning lennu hindki on vastuvõetav .",,,LOC,yes,,yes,
954526,ER-i,ER,tahtma,,adit,602146,Peale ER-i tahab praeguse seisuga uudisteagentuuri ETA osta ka Läti uudisteagentuur LETA .,,,ORG,no,"The phrase 'ER-i' refers to an entity or organization and not a physical location, so it is classified as 'no'.",no,"The phrase 'ER-i' refers to an entity rather than a location, so it is not classified as an adverbial of place."
28622426,ajakirjanduses,ajakirjandus,vastutama,,in,18957487,Ametlikult vastutab ajakirjanduses avaldatu eest väljaandja .,,,,no,"The word 'ajakirjanduses' refers to journalism or the press, not a specific geographic or physical location.",yes,
10995989,koolist,kool,tooma,ära,el,6833621,Vanem vend võttis vahepeal kaheks nädalaks haiguslehe ja nüüd oleme ema õelapse Järvamaalt koolist ära toonud .,,,,yes,,yes,
