verb,verb_compound,morph_case,classification2,sentence_id,head_id,head_loc,lemma,form,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,is_time,is_alive,is_event,is_org,is_abstract
takistama,,ad,actor,2143968,3424794,15,kurjategija,kurjategijatel,"Isegi kui me ka ehitaksime oma piirile müüri , ei takistaks see vähegi organiseerunud kurjategijatel hea tahtmise juures riiki pääseda .",,alive,,no,The phrase 'kurjategijatel' refers to the agents (criminals) who are mentioned in the context of entering the country but does not indicate a place.,no,yes,no,no,no
takistama,,ad,actor,293268,461632,13,isik,isikul,Formaalse kinnistusraamatuõiguse kohaselt - GBO § 39 - takistab see mittesissekantud õigustatud isikul tema õiguse käsutust .,,,,no,"The phrase 'isikul' denotes a person, not a place, so it is not an adverbial of place.",no,yes,no,no,no
takistama,,ad,actor,10149277,16283086,13,Jürka,Jürkal,"Sest mobla tundus olevat ainuke kindel punkt siin maailmas , mis takistas Jürkal pikali kukkumast .",,,PER,no,"The phrase 'Jürkal' indicates the person rather than specifying a location, so it is not classified as an adverbial of place.",no,yes,no,no,no
takistama,,ad,actor,11688272,18706404,7,keskkonnaminister,keskkonnaministril,"See aga ei takistanud Eesti tollasel keskkonnaministril Villu Reiljanil ja Venemaa loodusressursside ministeeriumi esimesel aseministril Nikolai Mihhejevil 1997 . aastal allkirjastamast riikidevahelist piiriveekogude kaitse ja säästliku kasutamise raamkokkulepet , mille üks tulemus oli edukalt töötava piiriveekogude ühiskomisjoni töölerakendamine .",,alive,,no,'keskkonnaministril' was classified as 'no' because it refers to a person or role and not a place.,no,yes,no,no,no
tasuma,,all,loc,9847692,15801794,34,maanteeamet,maanteeametile,"Laen sai aga tagasi makstud tänu Hansa Liisingule , mis sõlmis sama aasta 30. detsembril Corbexiga ostu-müügilepingu sihtotstarbeliselt viie höövli valmistamiseks ning sooritas üheksa miljoni krooni suuruse ettemaksu , mille Corbex tasus kohe maanteeametile , kes omakorda maksis võla Ühispangale .",,location,ORG,yes,,,,,,
tasuma,,all,loc,12634159,20216631,5,Satšukki,Satšukkidele,Moskva teleajakirjanike väitel tasusid Satšukkidele kopsakaid makse eranditult kõik tähtsamad Kirde-Eesti kommertsettevõtted .,,,,yes,,,,,,
tasuma,,all,loc,5638436,9042488,14,BNS,BNS-ile,"Selle asemel aga sõlmiti Eesti Ekspressi andmetel kokkulepe , mille tulemusena Harlamov tasus BNS-ile seitse miljonit krooni .",,location,ORG,yes,,,,,,
tasuma,,all,loc,9674913,15525753,23,riigiettevõte,riigiettevõttele,"Tallinna Lennujaama turun-dusteenistuse juhataja Priit Jõerüüt ütles eile “ Postimehele ” , et vaatamata varasematele kokkulepetele pole ELK Lennuliinid tasunud oma võlga riigiettevõttele Eesti Lennujaamad .",,location,,yes,,,,,,
tasuma,,all,loc,7553232,12129388,20,kana,kanadele,"Ta ise naeris oma nalja peale , mõni teine naeris kah , aga niisuguse häälega , et kas tasub kanadele nii palju tähelepanu pöörata , olgu nad kaetud sulgedega või plekiga .",,,,yes,,,,,,
tasuma,,all,actor,7678576,12312524,4,näitleja,näitlejaile,"Eesti Raadio tasub näitlejaile vääriliselt , just see teebki kuuldemängude tootmise meie jaoks suhteliselt kalliks .",,alive,,no,The phrase 'näitlejaile' was classified as 'no' because it refers to people (actors) and not a location or place.,no,yes,no,no,no
tasuma,,all,actor,10574857,16950590,25,kohtunik,kohtunikele,"Turniiri eelarve on 0 , 8 miljonit krooni , millest 0 , 7 miljonit tuleb Rahvusvaheliselt Tenniseliidult ( ITF ) , kes katab majutus- ja toitlustuskulud , tasub kohtunikele ja pallipoistele ning hoolitseb ka auhinnafondi eest .",,alive,,no,"The phrase 'kohtunikele' refers to recipients of payments rather than describing a location, so it is not adverbial of place.",no,yes,no,no,no
tasuma,,all,actor,12117325,19399792,7,opositsionäär,opositsionäärile,Olgu seegi tasuks Eesti poliitika suurimale opositsionäärile ja kombinaatorile .,,alive,,no,"The phrase 'opositsionäärile' was classified as 'no' because it refers to a person, not a place.",no,yes,no,no,no
tasuma,,all,actor,2420675,3881508,1,perearst,Perearstidele,"Perearstidele tasus haigekassa 335,8 miljonit krooni .",,alive,,no,"The phrase 'Perearstidele' refers to a group of people (family doctors) rather than a specific place, thus it is not an adverbial of place.",no,yes,no,no,no
tasuma,,all,actor,16755115,25784105,1,herbert,herbertile,"herbertile , ei tasu LAV alahinnata , sealt saab väga palju meditsiinilist infi korjata , tänu heade haiglate kombinatsiooniga suure "" aktiivse "" eluohtliku hoiakuga ( värvilise ) elanikkonnaga .",,,,no,"The phrase 'herbertile' was classified as 'no' because it refers to a recipient or person, not a place.",no,yes,no,no,no
teadma,,abl,loc,19590928,29191184,4,teka,tekalt,La_Femme_Nikita: p2tt  tekalt tead kuda see käib we,,,,yes,,,,,,
teadma,,abl,loc,20303774,29535234,8,tyr,tyrilt,HaX0r: ssss ma tean sa oled tyrilt :D,,,,yes,,,,,,
teadma,,abl,loc,811110,1294231,7,nõmm,Nõmmelt,""" Ühte meest tean ma siitsamast Nõmmelt , kes terve oma maja meile kohale tassis .",,location,LOC,yes,,,,,,
teadma,,abl,loc,6152088,9874716,4,ründaja,ründajatelt,""" Tean mida ründajatelt nagu Keržakov ja Aršavin oodata , olen nende vastu mänginud , "" lausus Stepanov .",,alive,,yes,,,,,,
teadma,,abl,loc,20362224,29563848,8,kucki,kuckilt,"pizi-catzu: jessicaz kas ma tean sind kuckilt "" ??",,,,no,The phrase 'kuckilt' was classified as 'no' because it does not indicate a physical or spatial location.,no,no,no,no,yes
teadma,,abl,actor,4691223,7538199,10,Igor,Igorilt,"Tallinna politsei sai täna öösel teate 1955. aastal sündinud Igorilt selle kohta , et Tallinnas aadressil Pallasti tänav 33 asuva maja juurest on kurjategijad ärandanud tema kasutuses olev Ford Sierra .",,,PER,no,"The phrase 'Igorilt' indicates the source or origin of the information and not a specific location, hence it is not an adverbial of place.",no,yes,no,no,no
teadma,,abl,actor,15480783,24175485,10,kasutaja,kasutajatelt,"giveadamn lihtsalt uueke planetis veel ja ei tea millistelt kasutajatelt irooniat oodata , millistelt mitte .",,alive,,no,"The phrase 'kasutajatelt' refers to a source or origin of an action, not a location, so it is not classified as an adverbial of place.",no,yes,no,no,no
teadma,,abl,actor,2667981,4280171,7,lepik,Lepikult,"Kust tuleb valvamiseks raha , seda Lepikult ei tea .",,location,,no,"The phrase 'Lepikult' refers to a person and not a location, thus it is not an adverbial of place.",no,yes,no,no,no
teadma,,abl,actor,946403,1507160,6,kes,kellelt,""" Ma ei tea , kellelt .",,,,no,"The phrase 'kellelt' refers to a source or origin and does not specify a physical location, so it is not classified as an adverbial of place.",no,yes,no,no,no
teadma,,abl,actor,20309815,29538023,7,sina,sult,s2fy: tead mrt ma ostax sult kyll seda asja mida myyd,,,,no,"The phrase 'sult' refers to the person selling something and is not indicating a location, so it is not adverbial of place.",no,yes,no,no,no
tellima,,abl,loc,3944475,6352748,4,politseiprefektuur,politseiprefektuurilt,Linnavalitsus tellis Tallinna politseiprefektuurilt 14. juuni leinapäevaks linnas riigilippude heiskamise kontrolli .,,location,ORG,yes,,,,,,
tellima,,abl,loc,2620392,4204336,9,Türi,Türilt,Kleidiriide ostis ta Paidest ning õmblejatöö tellis kodulinnast Türilt .,,location,LOC,yes,,,,,,
tellima,,abl,loc,4899585,7866593,3,kommunaalprojekt,Kommunaalprojektilt,""" Tellisime Kommunaalprojektilt võistupakkumise .",,,,yes,,,,,,
tellima,,abl,loc,3571073,5750423,5,SIA,SIA-lt,"Hiljem selgus , et SIA-lt oli jälitusteenust tellinud koguni Tallinna kriminaalpolitsei .",,,ORG,yes,,,,,,
tellima,,abl,loc,10504964,16842394,19,Salumuusik,SaluMuusikult,"Osapooled lepivad muu hulgas kokku , et Vähi saab põhiosa raha enne 28 . augustit ja et Luik tellib SaluMuusikult duubelplaadid Vähi ” Tamula Kollaaziga ” .",,,,no,"The phrase 'SaluMuusikult' indicates the source or origin of an item (double records) rather than a location, so it is not an adverbial of place.",no,no,no,no,yes
tellima,,abl,actor,1333822,2120779,18,klient,kliendilt,"Inkassofirma Intrum Justitia pöördus kohtu poole Välilt 47 216 krooni sisse nõudmiseks , sest oma korterisse Intrum Justitia kliendilt akende paigaldamise tellinud Väli ei soovinud hiljem teenuse eest vabatahtlikult tasuda .",,alive,,no,"The phrase 'kliendilt' refers to the source or origin of the windows, not the location, so it is not adverbial of place.",no,yes,no,no,no
tellima,,abl,actor,153758,256221,11,kes,kellelt,"Tegelikult on kadunud ainult üks firma - OÜ Toboso , kellelt Virungo transporditeenust tellis .",,,,no,"The phrase 'kellelt' refers to the source (from whom) rather than a location, so it is not an adverbial of place.",no,yes,no,no,no
tellima,,abl,actor,8951575,14390078,21,Estiko,Estikolt,"Ta täiendas , et käive on kahanenud umbes viiendiku võrra , sest Eesti toiduainetööstus pääseb vähem idaturule ning ei telli Estikolt enam endises koguses kile- ja plastpakendeid .",,,ORG,no,"The phrase 'Estikolt' indicates the source or provider, not a physical location, so it is not an adverbial of place.",no,no,no,yes,no
tellima,,abl,actor,3397231,5467861,5,kriitik,kriitikult,Ilmselt see väljaanne sellelt kriitikult kunagi enam arvustusi ei telliks .,,alive,,no,"The phrase 'kriitikult' was classified as 'no' because it refers to a person who critiques, not a place.",no,yes,no,no,no
tellima,,abl,actor,1491487,2374213,4,hindaja,hindajalt,"Tallinna Muinsuskaitseamet sõltumatult hindajalt arhitektuuriajaloolisi eritingimusi ei tellinud , vaid kinnitas Künnapu koostatud dokumendi .",,,,no,"It was not classified as an adverbial of place because 'hindajalt' indicates a source or origin, not a location.",no,yes,no,no,no
tooma,kaasa,all,loc,3612448,5817192,5,erakond,erakonnale,"Teisalt toob valitsuses osalemine erakonnale kaasa nn valitsemiskulud , mida peegeldab väiksem toetus järgmistel valimistel .",,alive,,yes,,,,,,
tooma,kaasa,all,loc,390031,605911,2,inimene,inimestele,Kuid inimestele toob ta kaasa uusi ja harjumatuid riske .,,alive,,yes,,,,,,
tooma,kaasa,all,loc,4932745,7920199,10,liige,liikmetele,"Sotsiaalministeeriumi kantsler Jaan Rüütmann selgitab , mida muudatused haigekassa liikmetele kaasa toovad .",,,,yes,,,,,,
tooma,kaasa,all,loc,12542951,20075428,14,Philadelphia,Philadelphiale,"Mängupäeva suurim viskemees oli Allen Iverson 37 punktiga , mis tõi ka kaasa Philadelphiale esimese võidu .",,location,,yes,"The phrase 'Philadelphiale' refers to 'Philadelphia,' which is a location, so it is classified as 'yes' for being an adverbial of place.",,,,,
tooma,kaasa,all,loc,12809041,20490608,14,loom,loomale,"Erinevalt Indrekust teab Toomas ka täpselt , mida paraadiks valmistumine ja seal osalemine loomale kaasa toob .",,,,yes,,,,,,
tooma,kaasa,all,actor,6894718,11080681,1,piirivalve,Piirivalvele,"Piirivalvele toob referendumitulemus kaasa piirivalvurite arvu vähendamise Eesti-Läti piiril , mille eelduseks on muidugi ka lätlaste poole jah-sõna tuleval nädalavahetusel toimuval referendumil Lätis .",,,,no,The phrase 'Piirivalvele' is classified as 'no' because it refers to the agency (Border Guard) rather than indicating a location or place.,no,no,no,yes,no
tooma,kaasa,all,actor,6084967,9767369,9,ametnik,ametnikele,""" Me näeme tulevikus , et neile rahvuspargi ametnikele , kes tegelevad järelevalvega , toob see kaasa igavese hulga probleeme , "" nendib Putk .",,alive,,no,"The phrase 'ametnikele' refers to the officials and indicates a recipient or target, not a location, so it is not classified as adverbial of place.",no,yes,no,no,no
tooma,kaasa,all,actor,1469457,2338693,9,eestlane,eestlastele,"Tiina Joosu uuris , milliseid kompromisse pereelus toob eestlastele kaasa karjääri jätkamine välismaal .",,alive,,no,The phrase 'eestlastele' was classified as 'no' because it indicates a recipient or beneficiary and not a physical place.,no,yes,no,no,no
tooma,kaasa,all,actor,1053658,1675589,14,klient,kliendile,"Samas väitis Anu Vahtra , et 15. mai öösel toimuv üleminek ei too kliendile esialgu kaasa kulutuste kasvu , sest aasta jooksul pärast digitaalvõrku ümber lülitamist jääb kehtima madalam analoogtelefoni abonementtasu .",,alive,,no,"The phrase 'kliendile' indicates the beneficiary of an action, not a location, so it is not adverbial of place.",no,yes,no,no,no
tooma,kaasa,all,actor,6746197,10852137,9,jäätmevaldaja,jäätmevaldajatele,"Samal ajal suurenevad aasta-aastalt saastetasud , mis tooks jäätmevaldajatele kokkuvõttes kaasa suuri kulutusi .",,,,no,"The phrase 'jäätmevaldajatele' refers to the recipients of the effects mentioned, not to a location, so it is not an adverbial of place.",no,yes,no,no,no
tähendama,,all,loc,15737335,24558211,6,blokk,blokile,"Roteeruv süsteem tähendaks laienenud liidus blokile 10 aasta jooksul 20 presidenti , kes kordagi ei kordu .",,,,yes,"The phrase 'blokile' refers to a specific entity, implying a spatial association with 'block,' making it adverbial of place.",,,,,
tähendama,,all,loc,11544253,18486499,1,Utah,Utah'le,Utah'le tähendas aga kaotus liidrikohast ilma jäämist .,,location,LOC,yes,,,,,,
tähendama,,all,loc,13179671,21085664,5,Tšetšeenia,Tšetšeeniale,"Jeltsini "" sõbrakäsi "" Tšetšeeniale tähendab seega vaid järjekordset katset päästa impeeriumi imdž .",,location,,yes,,,,,,
tähendama,,all,loc,6137053,9850723,1,bussifirma,Bussifirmale,Bussifirmale tähendavad sellised kokkulepped piletiraha vargust ja tulude vähenemist .,,,,yes,,,,,,
tähendama,,all,loc,18672180,28236123,6,aste,astmele,Punkti 2 sissetoomine tähendaks järgmisele astmele minekut .,,,,yes,,,,,,
tähendama,,all,actor,6373644,10243037,7,Lévinas,Lévinasele,"Seetõttu tähendas "" Lahkumine Paigast "" Lévinasele suurt eetilist väljakutset ning julgustükki , kõige grandioossemalt väljendus "" Paigast "" vabanemise fenomen Juri Gagarini kosmoselennus .",,,,no,"The word 'Lévinasele' refers to a person and does not indicate a location, so it is not an adverbial of place.",no,yes,no,no,no
tähendama,,all,actor,10660103,17083580,1,John,Johnile,Johnile tähendab see rohkemate inimeste tülitamist .,,,,no,"The phrase 'Johnile' refers to a person and indicates an indirect object relationship, not a location, so it is not adverbial of place.",no,yes,no,no,no
tähendama,,all,actor,840782,1339826,5,Malle,Mallele,"Puurivahi amet tähendas ema Mallele lakkamatut pesemist , sest poja kümned ja sajad palli järele viskumised määrisid riideid .",,,PER,no,The phrase 'Mallele' refers to the recipient or beneficiary of the action but does not indicate a location.,no,yes,no,no,no
tähendama,,all,actor,13241916,21185651,3,asjatundja,asjatundjatele,"Muidugi , asjatundjatele tähendab see suurt võitu .",,,,no,"The phrase 'asjatundjatele' refers to experts and specifies the recipients of the action, not a location, hence it is not an adverbial of place.",no,yes,no,no,no
tähendama,,all,actor,11264000,18051729,4,Siiri,Siirile,» Filmimaailm tähendas Siirile põhiliselt seltskonda ja innustuse ammutamist sellistelt autoriteetidelt nagu Leida Laius või Arvo Iho .,,,PER,no,"The phrase 'Siirile' indicates a person rather than a location, so it is not classified as an adverbial of place.",no,yes,no,no,no
ütlema,,all,loc,2288495,3664411,22,MM-turniir,MM-turniirile,""" Me lubame , et anname viimases mängus oma parima , sest tahame näidata Saudi Araabia jalgpalli tegelikku taset ja ütleme MM-turniirile hüstati heas meeleolus , "" lubas saudide peatreener Nasser Al Johar .",,,,yes,,,,,,
ütlema,,all,loc,8820322,14164969,3,Erebus,Erebusele,"Ütle onu Erebusele , ja kohe ! ”",,location,LOC,yes,,,,,,
ütlema,,all,loc,14512317,22949618,6,Eevart,Eevardile,"Laitamm väitis , et on Eevardile suusõnal öelnud : koolilapsed Laimist lõunat ei saa .",,,PER,yes,,,,,,
ütlema,,all,loc,13406068,21443794,9,Adrian,Adrianile,"Kui Rocky ütleb [ oma kadunud naisele ] Adrianile : « Jou , Adrian , tegime ära ! » , siis ta mõtleb , et kõik on tehtud .",,,PER,yes,,,,,,
ütlema,,all,loc,16986300,26112954,16,II,II-le,"Nii saavad reisijad mõnel USA lennuliinil olla tunnistajaks stseenile , kus üks tegelaskuju ütleb Elizabeth II-le : « Piiks õnnistagu teid , ma'am .",,,PER,yes,,,,,,
ütlema,,all,actor,7113616,11441835,3,Eltse,Eltsele,"Ma ütlesin Eltsele , et ilmake on nii pehme , et lumeräitsakate harudki pikad .",,,PER,no,"The phrase 'Eltsele' indicates the person being spoken to, not a place.",no,yes,no,no,no
ütlema,,all,actor,2519952,4041089,22,Indrek,Indrekule,"Indrek leppis petturiga kokku , et nad kohtuvad Stockmanni kaubamaja juures , kus petis lubas teda oodata Linnatakso autos ning ütles Indrekule ka takso numbri .",,,PER,no,"The phrase 'Indrekule' refers to the recipient of an action, not a place, so it is not an adverbial of place.",no,yes,no,no,no
