sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,classification,explanation,classification2,explanation2,timex_tag,ekilex_tag,ner_tag,is_time,is_abstract
568974,900261,4,pidama,,adit,USA-visiit,USA-visiiti,Poliitikud peavad kaitseministri USA-visiiti Eestit häbistavaks,no,"The phrase 'USA-visiiti' refers to a visit, not the location itself, so it is classified as 'no'.",no,"The phrase 'USA-visiiti' refers to the act of a visit to the USA, which is an event rather than a specific location, so it is not classified as an adverbial of place.",,,,yes,yes
17936922,27325612,30,voolama,välja,el,hetk,hetkest,"3 ) vedeliku hulga , mis laadimiskail voolab välja suurimal laadimiskiirusel laadimisvooliku , laadimisvarre või mõne muu vedeliku pidevaks laadimiseks kasutatava seadme ( laadimisseade ) või torujuhtme täieliku purunemise hetkest kuni juurdevoolu täieliku peatamiseni .",no,"The phrase 'hetkest' refers to a point in time, not a physical location, so it was classified as 'no'.",no,"The phrase 'hetkest' refers to a point in time, not a specific location, so it is not classified as an adverbial of place.",,time,,no,no
10706795,17157364,14,jooksma,,all,keraveeretamine,keraveeretamisele,"Aga mis see pisike Küpros nii imelist korda on saatnud , et saareelanikud keraveeretamisele tormi jooksevad ! ?",no,"The phrase 'keraveeretamisele' refers to an action and not a specific geographical or physical location, so it is classified as 'no'.",no,The phrase 'keraveeretamisele' was classified as 'no' because it indicates an activity or event rather than a location.,,,,no,no
15208598,23747758,3,paistma,,abl,defau,default,"actionbarid paistavad default WoWi omad olema , lisatud on Bottom Left ja Bottom Right Barid ( Interface -> Actionbars )",no,"The phrase 'default' was classified as 'no' because it describes a state or setting, not a specific geographical or physical location.",no,"The phrase 'default' was classified as 'no' because it refers to a state or condition, not a physical place.",,,,no,no
880282,1401778,1,viskama,,adit,korvpall,Korvpalli,Korvpalli Suproliigas viskas Gert Kullamäe lõpuminutil Oostende Telinduse seitse viimast punkti ja tüüris koduklubi 83 : 77 võiduni Saloniki Iraklise vastu .,no,"The phrase 'Korvpalli' was classified as 'no' since it refers to basketball, which is not a location but a type of sport.",no,"It was classified as 'no' because 'Korvpalli' refers to basketball, and it does not indicate a specific location or position, which is required for an adverbial of place.",,,,no,no
16087397,24972191,11,suunduma,,el,kohalolek,kohalolekust,"Automaatide , kumminuiade ja kilpidega varustatud politseinike ja sõdurite arvukast kohalolekust hoolimata suundus 10 000pealine munkade ja tavakodanike rongkäik Sule pagoodi poole .",no,The word 'kohalolekust' means 'presence' in this context and does not refer to a specific geographic or physical location.,no,"The phrase 'kohalolekust' refers to the state or presence of police and soldiers and does not specify a physical location, so it is not an adverbial of place.",,state,,no,no
11979060,19171313,5,tulema,ära,el,väsimus,väsimusest,"Au neile , et väsimusest hoolimata võit ära tuli , » kiitis A.Le Coqi peatreener Heino Enden .",no,The word 'väsimusest' refers to the state of fatigue and does not imply a location.,no,"The phrase 'väsimusest' refers to a state of fatigue rather than indicating a specific place, so it is not an adverbial of place.",,,,no,no
14700952,23164374,13,avastama,,el,kadmi,kadmist,"Ise pärast aastaid erinevate saabaste ( USA , Hiina , Vene ) kadmist avastasin ootamatult , et oma Alpi on nendest ikka peajagu üle .",no,The phrase 'kadmist' does not refer to a specific geographic or locational entity; it generally means 'searching' or 'seeking'.,no,The phrase 'kadmist' was classified as 'no' because it does not indicate a specific location or position—its focus is on an action or process and not a place.,,,,no,no
813759,1298432,24,hakkama,,ill,krae,kraesse,""" Need , kes alates esimesest jaanuarist on käitunud sama skeemi alusel , mida Hiit kasutas , on nüüd õiged mehed ning nende kraesse ei hakka keegi .",no,"The phrase 'kraesse' refers to a metaphorical concept or area, not a physical location.",no,"The phrase 'kraesse' refers to something metaphorical ('on their neck') and does not indicate a physical location, so it is classified as 'no'.",,,,no,no
6216345,9984013,4,väljuma,,abl,pool,poolelt,"Väljume kaubamaja teiselt poolelt Kaubamaja tänaval , sealt väljumine on sisenemisest tunduvalt lihtsam ning Indrek saab sellega hakkama kõrvalise abita .",no,"The phrase 'poolelt' describes a directional position rather than a specific physical location, so it is not classified as a location.",no,"The phrase 'poolelt' in the sentence does not indicate a specific location or direction, so it is not classified as an adverbial of place.",,,,no,no
10194994,16358456,4,tekkima,,ill,aritmeetika,aritmeetikasse,"Kümneliikmeline vahe tekib aritmeetikasse seetõttu , et kümme kohta Gruusia parlamenti peaksid hõivama vabariigist lahku lüüa üritava Abhaasia saadikud .",no,"The phrase 'aritmeetikasse' refers to arithmetic or the field of mathematics, which is not a physical location.",no,"The phrase 'aritmeetikasse' refers to a field or domain rather than a physical location, so it is not classified as an adverbial of place.",,,,yes,yes
10839515,17359659,22,varastama,,el,kaitseliitlane,kaitseliitlasest,"Poolesajal kaitseliitlasel , politseinikul ja päästeametnikul ei õnnestunud läinud nädala lõpuks leida Jõhvi lähedastest metsadest 23-aastast neiut , kes varastas kasuõe kaitseliitlasest mehelt püstoli ja lubas end tappa .",no,"The term 'kaitseliitlasest' refers to a person (a defense league member) and not a place, so it is not classified as a location.",no,"The phrase 'kaitseliitlasest' describes a person or their identity, not a location, so it is not an adverbial of place.",,alive,,no,no
4464993,7179513,14,kükitama,,in,kuumahirm,kuumahirmus,"Kui kangutasin jaanituleks kuuri tagant vanu palgiotsi , siis kükitasid ühe palgi all kuumahirmus kaks kärnkonna - üks rohekas ja teine pruun .",no,The word 'kuumahirmus' describes a state of fear of heat and does not denote a location.,no,"The phrase 'kuumahirmus' describes the emotional state of the frogs and not their location, so it is not an adverbial of place.",,,,no,no
5603883,8984940,8,sööma,,in,XL-suurus,XL-suuruses,"Lipsuga kontoriinimene sõidab kohale autoga ja sööb XL-suuruses prae , supi ja magustoidugi , õlle võtab kõrvale .",no,XL-suuruses was classified as 'no' because it refers to a size and not a specific place.,no,"The phrase 'XL-suuruses' describes size rather than location, so it is not an adverbial of place.",,,,no,no
745819,1188595,22,ehitama,,in,eesots,eesotsas,Pärnu linnaarhitekt Olev Siinmaa hülgas just umbes sel ajal oma senise traditsionalismi ning ehitas 1930. aastatel Pärnusse Eesti fungi säravad pärlid eesotsas omaenda eramuga .,no,"The phrase 'eesotsas' means 'at the forefront', which is not a physical or geographical location, so it was classified as 'no'.",no,"The phrase 'eesotsas' refers to a position or role within a group, not a physical location, so it is not an adverbial of place.",,location,,no,no
269540,425138,1,pidama,,in,Ben-Amo,Ben-Amos,Ben-Amos pidanud folkloorile loomuomaseks tunnuseks : “ Folkloorse akti toimumiseks on hädavajalikud kaks sotsiaalset tingimust : nii esitaja kui kuulajaskond peavad olema samas aegruumilises situatsioonis ja sama referentgrupi osa .,no,The phrase 'Ben-Amos' refers to a person and not a location.,no,"The phrase 'Ben-Amos' is a proper noun referring to a person, not a location, so it is not an adverbial of place.",,,LOC,no,no
16325693,25271493,5,ütlema,,ill,teema,teemasse,"ütlen siis ka siia teemasse , et nägin iksi ja kingaudiovenda .",no,"The phrase 'teemasse' refers to a topic or subject in conversation, not a physical location, so it was classified as 'no'.",no,The phrase 'teemasse' is not classified as an adverbial of place because it refers to a metaphorical topic or context rather than a physical location.,,,,yes,yes
8081366,12967882,9,võtma,kaasa,el,juht,juhist,"Veoautolõhna sai Karu ninna eelkoolieas , kui ZILi juhist onu väikest Jannot vahel lühematele ja pikematele sõitudele kaasa võttis .",no,"The phrase 'juhist' refers to the driver, which is a person and not a location, so it was classified as 'no'.",no,"The phrase 'juhist' refers to 'from the driver' and does not indicate a location, so it was classified as 'no'.",,,,no,no
1788026,2846226,2,pidama,,adit,kasvupotentsiaal,kasvupotentsiaali,Elukindlustuse kasvupotentsiaali peab AB Kindlustuse Grupp paremaks kui kahjukindlustusel .,?,?,no,"The phrase 'kasvupotentsiaali' refers to growth potential, which is not describing the place of an action.",,,,no,no
2401593,3849592,15,kerkima,,all,90,90-le,"Algul teatasid võimud , et rünnakus hukkus 30 inimest , hiljem kerkis ohvrite arv 90-le .",no,"The phrase '90-le' indicates a numerical count of victims and does not represent a location, so it is classified as 'no'.",no,"The phrase '90-le' refers to a number or count, not describing the place of an action.",,,,no,no
13837164,22062931,3,hulkuma,,in,tõmbetuul,tõmbetuules,Et tänavate tõmbetuules hulgub sihitult migrant ... peaks ju tulema .,no,The phrase 'tõmbetuules' refers to a condition (drafts or breezes) rather than a tangible place or location.,no,"The phrase 'tõmbetuules' describes a state or condition rather than a specific location, so it was classified as 'no'.",,,,no,no
15117944,23643006,7,möllama,,in,antialia,antialias,"Ilus nah , kle , sul antialias möllab we ...",no,The phrase 'antialias' refers to a technical or graphical term and is not indicative of a location.,no,"The phrase 'antialias' does not indicate a location but rather a feature or concept, so it was classified as 'no'.",,,,no,no
6908719,11102803,14,kaevama,,in,mõte,mõttes,"Kaupmehed , käsitöölised , ärakaranud talupojad kogunesid losside ümber , kaevasid endalegi kindluse mõttes kaitsekraavid , ladusid müürid ja bastionid , ehitasid kirikud ... ; See on nagu galaktikate tekkimine : tuuma ümber keerlevad kontsentriliselt päikesed , nende ümber omakorda planeedid , planeetide ümber kuud , kuskil ringlevad oma trajektooridel asteroidid .",no,"The word 'mõttes' translates to 'in thought' and refers to a mental state or process, not a physical location.",no,The phrase 'mõttes' was classified as 'no' because it indicates a manner or reason (in terms of thinking) rather than a specific location.,,,,no,no
13097849,20958239,2,omama,,in,ettevalmistus,Ettevalmistuses,""" Ettevalmistuses talveks see võistlus mingit tähendust ei oma , "" rääkis Kristina .",no,"The phrase 'Ettevalmistuses' refers to preparation, not a physical location.",no,"The phrase 'Ettevalmistuses' indicates a state or context, not a location, so it is not adverbial of place.",,,,yes,yes
10591726,16977822,13,süütama,,in,foor,fooris,"Nimelt olid algul autod eri värvi , kuid FIA süütas selles küsimuses fooris punase tule .",no,"The phrase 'fooris' indicates a traffic light, which is not a location but a device or object.",no,"The phrase 'fooris' refers to a specific object (traffic light) and not to a general location, so it is not adverbial of place.",,,,no,no
5387232,8638431,13,pakutama,,in,eelnõu,eelnõus,"ÜROd konsulteeriva Rahvusvahelise Inimõiguste Liiga tegevdirektor Catherine Fitzpatrick tõdeb , et Helmsi eelnõus pakutavad sanktsioonid võivad olla kohati liiga karmid ja see võib tekitada diplomaatlisi küsimusi , näiteks , miks vaenab Washington Lukashenkat , kuigi teeb samal ajal koostööd mitmete teiste samasuguste diktaatoritega - kasvõi Usbekistanis .",no,"The word 'eelnõus' refers to 'in a draft (legislation)' which is not a location but a document, hence classified as 'no.'",no,"The phrase 'eelnõus' describes where the sanctions are proposed, which is not specifying a physical location but rather referencing a document or proposal, hence it is not adverbial of place.",,,,yes,yes
14000066,22287510,11,saama,,adit,Hernandes,Hernandesi,"Kumbki ei teinud võtet , ent Pertelson sai kolm hoiatust Hernandesi kahe vastu .",no,"The phrase 'Hernandesi' is a personal name and not indicative of a location, so it is classified as not a location.",no,"The phrase 'Hernandesi' refers to a person, not a location, so it is not an adverbial of place.",,,,no,no
2480041,3976938,9,valvama,,in,Rain,Rainis,"Aga küll kõrva korda saab , sest kui Rainis parasjagu piiri ei valva , aitab ta Orava küla lehmadel sünnitada või hobustel paisetest vabaneda .",no,Rainis is a personal name and not a location.,no,"The phrase 'Rainis' refers to a person and does not indicate a specific location, so it is not an adverbial of place.",,,LOC,no,no
