lemma,sentence_id,head_id,example_num,total_count,feats,case,number,proper,deprel,form,loc,loc_rel,parent_loc,pos,id_x,text
pingutus,3658975,5892593,4,498,"all,com,pl",all,pl,0,obl,pingutustele,20,2,,S,11014896,"Albrighti eelkäija Warren Christopher tegi Iraani-vaenulikkusest lausa isikliku ristikäigu , rünnates Teherani süüdistustega , et too seisab vastu tema pingutustele arendada Lähis-Ida rahuprotsessi ."
pingutus,9373840,15054069,5,498,"com,el,sg",el,sg,0,obl,pingutusest,16,-1,,S,27860700,"Jalgadega pidin siiski kõvasti tööd tegema , ” rääkis Walaker , kel veel eilegi jalad pingutusest valutasid ."
süüdistus,7887026,12629952,1,1177,"com,in,sg",in,sg,0,obl,süüdistuses,24,-2,,S,23454713,"KrMS-s ei ole küll otsesõnu sätestatud , et kohtulik uurimine tuleb läbi viia täies ulatuses olenemata sellest , kas süüdistatav ennast temale esitatud süüdistuses süüdi tunnistas või mitte ."
süüdistus,14019208,22318488,2,1177,"com,el,pl",el,pl,0,obl,süüdistustest,8,1,,S,41291902,Ning Eesti Energia ja nende juhid saavad süüdistustest priiks .
süüdistus,14113598,22457806,3,1177,"com,in,sg",in,sg,0,obl,süüdistuses,19,-2,,S,41549166,"( 2 ) Kohus teostab kohtulikku uurimist täies ulatuses , olenemata sellest , kas kohtualune ennast temale esitatud süüdistuses süüdi tunnistas või mitte ."
süüdistus,14152077,22495979,4,1177,"com,el,sg",el,sg,0,obl,süüdistusest,14,1,,S,41614293,"Need olid-on õnnetud inimesed , kes jäid sõjamasina hammasrataste vahele ja neid päästab süüdistusest ainult see , et enamik neist mobiliseeriti sunniviisiliselt ."
süüdistus,6299652,10120993,5,1177,"com,in,sg",in,sg,0,obl,süüdistuses,5,2,,S,18924569,"Märtsis mõistis kriminaalkohus Blake'i süüdistuses õigeks , kuid Bakley lapsed kaebasid 72aastase näitleja tsiviilkohtusse ja väitsid , et mees tuleb panna vastutama nende ema surma eest ja nõuda Blake'ilt välja kahjutasu ."
korraldamine,15352717,23979049,1,1456,"com,in,sg",in,sg,0,obl,korraldamises,4,-1,,S,44235259,Regulaarsete laiendatud tippkohtumiste korraldamises leppisid Boriss Jeltsin ja Saksamaa liidukantsler Helmut Kohl kokku möödunud aasta lõpul Moskva lähistel Zavidovos toimunud jutuajamisel .
korraldamine,14401683,22808633,2,1456,"com,el,sg",el,sg,0,obl,korraldamisest,10,1,,S,42191687,Moraal on õõvastav riiklike matuste saamiseks piisab perekondliku tragöödia korraldamisest .
korraldamine,2104931,3359822,3,1456,"com,in,sg",in,sg,0,obl,korraldamises,16,4,,S,6288994,"Kaitsepolitsei vahistas neljapäeval kaks meest , keda kahtlustab 1995. aasta sügisel Narvas Eesti Gümnaasiumis pommiplahvatuse korraldamises ."
korraldamine,9572947,15365205,4,1456,"com,el,sg",el,sg,0,obl,korraldamisest,7,1,,S,28413580,"Austraalia monarhistliku meelsusega peaminister teatas referendumi korraldamisest pärast seda , kui 152-liikmelises Konstitutsioonilises Konvendis , mille liikmetest osa on valitud ja osa määratud , toetas 73 saadikut Austraalia kuulutamist vabariigiks koos presidendi valimisega riigi etteotsa , edastab ETA ."
korraldamine,17898762,27284971,5,1456,"all,com,sg",all,sg,0,obl,korraldamisele,8,-1,,S,49775315,Tuleks oluliselt rakendada hangete tsentraliseerimist või hangete korraldamisele spetsialiseerunud riigiasutuste ja miks mitte ka äriühingute kaasamist nende efektiivsemaks muutmiseks .
kontekst,18029388,27432684,1,2314,"com,in,sg",in,sg,0,obl,kontekstis,4,1,,S,50008565,Kust läheb selles kontekstis piir rahvusvahelise organisatsiooni vastu suunatud kuritegude ning tahte- ja mõttevabaduse väljendamise vahel ?
kontekst,5061609,8122872,2,2314,"com,in,sg",in,sg,0,obl,kontekstis,2,-1,,S,15175692,"Terviku kontekstis näitab see aga vara ja varatuse suhtelist tähtsust ja seda , et on tähtsamaid asju :"
kontekst,12522427,20044531,3,2314,"com,in,sg",in,sg,0,obl,kontekstis,8,2,,S,37032468,"Partnerid teiselt poolt lahte hindavad seda EL-i kontekstis : "" Tingimata on vaja üht väga heal tasemel laborit , et harmoniseerida süsteem Euroopa Liidu omaga ja muuta toidukontroll efektiivseks . """
kontekst,17195968,26399653,4,2314,"com,in,sg",in,sg,0,obl,kontekstis,5,-4,,S,48328195,"Juriidiline isik pole antud kontekstis tarbija ja Tarbijakaitse asjasse ei puutu , vähemalt selline mulje on mulle jäänud seadusi uurides ."
kontekst,18009711,27404858,5,2314,"com,in,sg",in,sg,0,obl,kontekstis,8,3,,S,49966695,"Me räägime sel juhul sellest juba üldises kontekstis , et nn eripensionide puhul on kasutatud siin ühtset lähenemist ."
parlament,6290255,10106106,1,3366,"abl,com,sg",abl,sg,0,obl,parlamendilt,8,1,,S,18896695,Sellest tuleneva usalduskriisi tõttu otsustas ministrite kogu parlamendilt tulevaseks abi-eluks luba mitte küsida .
parlament,6358931,10217973,2,3366,"com,in,sg",in,sg,0,obl,parlamendis,15,2,,S,19102225,Esialgsetel andmetel võitis peaministri partei Thai Rak Thai ( Tailased armastavd Taimaad ) 500-liikmelises parlamendis 399 kohta .
parlament,17839069,27232160,3,3366,"all,com,sg",all,sg,0,obl,Parlamendile,8,3,,S,49697655,"Komisjon esitab iga kahe aasta järel Euroopa Parlamendile , nõukogule , majandus- ja sotsiaalkomiteele ning regioonide komiteele aruande käesolevas otsuses kirjeldatud suuniste rakendamise kohta ."
parlament,13179997,21086145,4,3366,"com,el,sg",el,sg,0,obl,parlamendist,3,1,,S,39002036,"Taas jäi parlamendist välja Vaba Demokraatlik Partei ( FDP ) , kes kogus vaid 3 , 5% valijate häältest ."
parlament,4343182,6986666,5,3366,"com,in,sg",in,sg,0,obl,parlamendis,26,3,,S,13040705,"Okupatsiooni mälestusmärgiks muutunud pronkssõdur tuleb ära viia ja kui sinna on maetud inimesed , siis nende säilmed ümber matta , rääkis peaminister Andus Ansip eile parlamendis , kuid kuupäevi ei nimetanud , kirjutab Postimees ."
pere,8213012,13180691,1,5785,"all,com,sg",all,sg,0,obl,perele,16,2,,S,24464189,"Kui jõuluvana hüüdis pere nime , seisis kogu pere saalis püsti ja päkapikud viisid paki perele kätte ."
pere,11501512,18421856,2,5785,"com,el,sg",el,sg,0,obl,perest,14,3,,S,33983057,"Oleme kui lihtsameelsed lihtpere lapsed , kes matkivad ropu suuga suurt poissi rikkamast perest ."
pere,12307029,19702537,3,5785,"com,in,sg",in,sg,0,obl,peres,7,-1,,S,36389402,"Tarmost kuus aastat vanema venna Rauli peres kasvab kaheksa last , noorim neist alles aastane ."
pere,13568904,21696820,4,5785,"all,com,pl",all,pl,0,obl,peredele,2,-2,,S,40146920,Paljudele peredele ei piisa enam lihtsalt kuldkalakestest akvaariumis .
pere,18302675,27753535,5,5785,"all,com,sg",all,sg,0,obl,perele,8,1,,S,50497721,"” Noore pere laenu võtmine toob noorele perele kaasa väiksemad riskid kui näiteks tavaline eluasemelaen , mida pakuvad kommertspangad ."
olukord,13660851,21830440,1,8342,"all,com,sg",all,sg,0,obl,olukorrale,4,1,,S,40390247,"Naised sünnitavad majanduslikule olukorrale vaatamata , ” on Tallinna Keskhaigla sünnitusosakonna juhataja Kadi Ploom rõõmsameelne ."
olukord,5626883,9022900,2,8342,"com,in,sg",in,sg,0,obl,olukorras,7,1,,S,16878018,"Mitmed koalitsioonipoliitikud on Tarandi šansse näinudki olukorras , kus valimiskogu presidendi valimisega toime ei tule ."
olukord,12155708,19463297,3,8342,"com,el,sg",el,sg,0,obl,olukorrast,15,4,,S,35944255,"Enamik ameeriklasi pole George W. Bushi tegevusega presidendikohal rahul , näitas arvamusuuring enne tema kõnet olukorrast riigis ."
olukord,11361206,18203299,4,8342,"com,in,sg",in,sg,0,obl,olukorras,6,2,,S,33569647,"Võidab veelgi vähem , eriti olukorras , kus pessimiste tuleb omanike ridadesse järjest juurde ja optimiste jääb järjest vähemaks ."
olukord,1278811,2032476,5,8342,"com,in,sg",in,sg,0,obl,olukorras,3,-4,,S,3766370,"Tänases kirikupoliitilises olukorras on mõni need reeglid paraku unustanud , "" ütles patriarhi vastuvõtul president Meri ."
maailm,1610960,2563735,1,15176,"com,in,sg",in,sg,0,obl,maailmas,24,-2,,S,4776740,"Tolle lausega mõtles Kornblum Ühendriikide mõne aasta tagust otsust maailmanäitusele raha kulutamine lõpetada - ja USA suurfirmad leiavad niigi , et on end maailmas nii jõuliselt maksma pannud , et mingi Expo neid enam ei paelu ."
maailm,8737208,14024537,2,15176,"all,com,sg",all,sg,0,obl,maailmale,2,-2,,S,25960603,Lääne maailmale ei meeldi äge retoorika .
maailm,9032339,14523100,3,15176,"com,in,sg",in,sg,0,obl,maailmas,13,1,,S,26896872,"Tallinna Klaverivabriku juhid kinnitasid , et nende ettevõttes toodetud pillid ei löö maailmas läbi mitte madala hinna , vaid kõrge kvaliteediga ."
maailm,13602207,21749980,4,15176,"com,in,sg",in,sg,0,obl,maailmas,12,2,,S,40247421,Sel aastal möödub esimestest üritusest The Night of the Ad Eaters maailmas kakskümmend aastat .
maailm,5529494,8865885,5,15176,"com,in,sg",in,sg,0,obl,maailmas,2,-1,,S,16582688,Muutunud maailmas pean seda Eesti tulevikule väga oluliseks sammuks .
detsember,787742,1256113,1,16611,"ad,com,sg",ad,sg,0,obl,detsembril,5,2,,S,2284741,Väidetavalt panid mehed 21. detsembril 1988 pommi Pan Am lennukisse ja plahvatuses Lockerbie kohal sai surma 270 inimest .
detsember,13193364,21106180,2,16611,"ad,com,sg",ad,sg,0,obl,detsembril,5,2,,S,39039333,"Hambapolikliinik avas uksed 5 . detsembril 1994 ja töötajad ei salga , et raviasutusel läheb hästi ."
detsember,12371367,19806561,3,16611,"com,el,sg",el,sg,0,obl,detsembrist,17,1,,S,36583676,"Hansapanga juhatuse esimees Hannes Tamjärv kinnitas , et mõlema panga juhatused on tõsisemaid ühinemisläbirääkimisi pidanud mullu detsembrist , delegatsiooni kuulus mõlema panga juhatusest neli inimest ."
detsember,630954,1001406,4,16611,"com,in,sg",in,sg,0,obl,Detsembris,3,-1,,S,1796687,"1998 : Detsembris startis Mars Climate Orbiter , aga sond läks septembris 1999 vahetult enne Marsi orbiidile jõudmist kaduma ."
detsember,12117776,19400646,5,16611,"ad,com,sg",ad,sg,0,obl,detsembril,13,-1,,S,35827115,"Eile kinnitas Maret Ani tennisegala üks korraldaja Reigo Kuivjõgi , et 4. detsembril kohtub Tallinnas Aniga tõesti maailma kolmas reket Anastassia Mõskina ."
