lemma|sentence_id|head_id|example_num|total_count|feats|case|number|proper|deprel|form|loc|loc_rel|parent_loc|pos|id_x|text|gpt_annotation
kõrgushüppepaik|670632|1066427|1|2|abl,com,sg|abl|sg|0|obl|kõrgushüppepaigalt|2|-1||S|1921654|Juubeldades kõrgushüppepaigalt lahkunud Shebrle sattus vastamisi Eesti antidopingu- komitee juhi Mihkel Mardnaga , kes teatas kohustusest saabuda dopingukontrolli .|LOC
kõrgushüppepaik|12885949|20612811|2|2|all,com,sg|all|sg|0|obl|kõrgushüppepaigale|11|-1||S|38108693|Pahapill oli esimene kümnevõistleja , kes veel tibutava vihma saatel kõrgushüppepaigale naasis ja märja rajaga tutvus .|LOC
laskmistrenn|1289807|2049152|1|2|com,in,sg|in|sg|0|obl|laskmistrennis|6|3||S|3797903|Mina käisin teismelisena alguses veel laskmistrennis ka , seega lasta ma oskan .|LOC
laskmistrenn|1356607|2156239|2|2|com,in,sg|in|sg|0|obl|laskmistrennis|2|-1||S|4002105|Kunagi laskmistrennis käinud Jarno on kõmmutanud jahil käies nii kitsi , põtru kui ka sigu , ja seda kõike vasaku käega .|NONE
libedarada|15733760|24553170|1|2|ad,com,sg|ad|sg|0|obl|libedarajal|4|1||S|45240543|See käib rate.ee libedarajal Tallinna lähedal Männikul .|LOC
libedarada|7268470|11686361|2|2|ad,com,sg|ad|sg|0|obl|libedarajal|7|2||S|21780556|"Valga maakonnast käis eelmisel aastal Tartu libedarajal koolitust saamas kümmekond juhti , "" ütles Indrek Madar ."|LOC
lossikirik|10902672|17461052|1|2|com,in,sg|in|sg|0|obl|lossikirikus|5|1||S|32210075|Täna keskpäeval algab Stockholmi lossikirikus prints Bertili matusetseremoonia .|LOC
lossikirik|15337084|23952584|2|2|com,in,sg|in|sg|0|obl|lossikirikus|5|2||S|44189366|Käisin kunagi 90-ndatel Haapsalu lossikirikus kontserdil , koorijuht ( naisterahvas ) oskas sõrmeliigutustega koori nii välja häälestada , et õhk kirikus hakkas vappuma .|LOC
mihklikuu|10071281|16155328|1|2|com,in,sg|in|sg|0|obl|mihklikuus|4|1||S|29835909|Aasta eest käis mihklikuus äge debatt kaitsekulutuste üle , kui seni vaesed relvajõud end inetu pardipoja seisusest välja murdsid .|NONE
mihklikuu|9303534|14945249|2|2|com,el,sg|el|sg|0|obl|mihklikuust|4|1||S|27665085|Rapla alevikus asub mihklikuust saadik ka loomaarst , kellelt loomade pidajad häda korral alati lahket abi ja juhatust võivad leida .|NONE
motodoktor|17141915|26334154|1|2|com,ill,sg|ill|sg|0|obl|Motodoktorisse|2|1||S|48217229|Läksin Motodoktorisse .|LOC
motodoktor|17140543|26332460|2|2|com,in,sg|in|sg|0|obl|motodoktoris|2|1||S|48214330|Käisin motodoktoris .|LOC
motoüritus|5716006|9168293|1|2|all,com,sg|all|sg|0|obl|motoüritusele|4|-1||S|17152125|20. oktoobril toimuvale motoüritusele ootavad korraldajad ligi 225 võistlejat Eestist , Lätist , Leedust , Venemaalt , Soomest ja Rootsist .|NONE
motoüritus|15569809|24311000|2|2|ad,com,pl|ad|pl|0|obl|motoüritustel|6|-1||S|44817354|Equ , viimasel ajal aktiivselt motoüritustel käinud -- 1984 Honda MBX125 F 1983 Honda CM400T|NONE
mustmägi|16402749|25344194|1|2|ad,com,sg|ad|sg|0|obl|Mustmäel|4|2||S|46546995|hommikul lahkusin mittetahtlikult Mustmäel garaažist ema autoga . . . . .|LOC
mustmägi|27820|47907|2|2|all,com,sg|all|sg|0|obl|Mustmäele|12|1||S|87136|Ka pittu õnnitlusi maitsma ei jäänud võitja kauaks , vaid sõitis Mustmäele bändi bassimehe juurde end välja magama .|LOC
näevi|17177672|26377306|1|2|all,com,pl|all|pl|0|obl|näevidele|4|-2||S|48290339|Minule isiklikult Soolo näevidele ei käi .|NONE
näevi|19523971|29158934|2|2|all,com,pl|all|pl|0|obl|näevidele|6|-1||S|52650696|hedgehog: ära loe kui näevidele käib ...|NONE
olümpiapoodium|3324080|5345639|1|2|all,com,sg|all|sg|0|obl|olümpiapoodiumile|13|1||S|10009933|Niisiis , mitte ainult atleedid , vaid ka riigid ja rahvad astuvad olümpiapoodiumile .|NONE
olümpiapoodium|15233552|23790251|2|2|ad,com,sg|ad|sg|0|obl|olümpiapoodiumil|16|-1||S|43908285|Kogu tänase päeva võõrustab kuulsaid külalisi Jüri Tamm , kes on kahel korral Sedõhhi seltsis olümpiapoodiumil seisnud .|LOC
ootepink|11984583|19180530|1|2|ad,com,pl|ad|pl|0|obl|ootepinkidel|5|1||S|35414295|Pimedas öises lennujaamas proovisin ootepinkidel koos kümnete teiste hommikust lendu ootavate inimestega suikuda .|LOC
ootepink|7502767|12045629|2|2|all,com,sg|all|sg|0|obl|ootepingile|51|1||S|22419189|See on võrdlemisi lõtv võrdlus , pealegi tuhandeid kordi ning nüansirikkamalt ( nüansid - nägemise närvid ! ) kasutatud , kuid peab tunnistama , et selle tagajärjel midagi juba tekkis , teie tundeimpulsist tabatud nägemisnärv saatis silma võrkkestale kujutise , mida juba järgmisel hetkel võiksite täpsustada , kui istuksite bussijaama ootepingile päikese eest varju pugenud mehe kõrvale ning küsiksite tema käest seda , mida küsivad kõik , kes arvavad , et kunst on üksinduse ülistus - aega , kella !|LOC
parteistaap|8094878|12989854|1|2|com,ill,pl|ill|pl|0|obl|parteistaapidesse|3|-1||S|24115999|Kaovad ära parteistaapidesse toodavad sularahakotid ja kummalised annetused riiulifirmade kaudu .|LOC
parteistaap|17983111|27364255|2|2|com,in,sg|in|sg|0|obl|parteistaabis|10|1||S|49897818|Osa satub reamehena rindele tule alla , kolonelid istuvad parteistaabis ja liigutavad lahingukaardil nuppe .|NONE
pensioniskeem|17847299|27237460|1|2|all,com,pl|all|pl|0|obl|pensioniskeemidele|112|1||S|49705590|3 ) õigusaktid , mis nõukogu on ühenduse piires liikuvate töötajate ja nende pereliikmete sotsiaalkindlustusõiguste kaitseks juba vastu võtnud , nimelt nõukogu 14. juuni 1971. aasta määrus ( EMÜ ) nr 1408/71 ( sotsiaalkindlustusskeemide kohaldamise kohta ühenduse piires liikuvate töötajate , füüsilisest isikust ettevõtjate ja nende pereliikmete suhtes )  4  ja nõukogu 21. märtsi 1972. aasta määrus ( EMÜ ) nr 574/72 , millega nähakse ette määruse ( EMÜ ) nr 1408/71 ( sotsiaalkindlustusskeemide kohaldamise kohta ühenduse piires liikuvate töötajate , füüsilisest isikust ettevõtjate ja nende pereliikmete suhtes ) rakendamise kord ,  5  käsitlevad ainult riiklikke pensioniskeeme ; nende määrustega ettenähtud kooskõlastussüsteem ei laiene täiendavatele pensioniskeemidele , välja arvatud skeemid , mida hõlmab määruse ( EMÜ ) nr 1408/71 artikli 1 punkti j esimeses lõigus määratletud mõiste “ õigusaktid ” või mille suhtes liikmesriik teeb kõnealuse artikli alusel avalduse ;|NONE
pensioniskeem|19255297|29031951|2|2|com,el,sg|el|sg|0|obl|pensioniskeemist|21|2||S|52463469|Tähendab , laekumise puhul on tähtis , kui palju laekub sotsiaalmaksu , mitte kui palju inimesi lahkub 4% ulatuses riiklikust pensioniskeemist ja liitub kogumispensioniga .|NONE
politseiaed|403165|627360|1|2|com,in,sg|in|sg|0|obl|Politseiaias|8|-2||S|1075332|Ehkki teadaolevalt pole hotelli-kasiino külastajate või töötajatega Politseiaias ühtegi õnnetust juhtunud , seatakse pargi hotellipoolsesse ossa valvekaamera .|LOC
politseiaed|4354366|7004512|2|2|com,in,sg|in|sg|0|obl|Politseiaias|7|2||S|13073706|""" Juuni esimesel nädalal valmib peenar Politseiaias ning vanalinna riputatakse 200 lilleamplit , "" ütles Sõtnik ."|LOC
primary|2882634|4621953|1|2|com,in,sg|in|sg|0|obl|primary's|16|2||S|8670826|Kolm pisemat Suitsude pere last , Moonika , Maarja ja Heino , käivad Hulli Stepney primary's ehk algkoolis , mis on nende jaoks üldse elu esimene kool .|LOC
primary|18548161|28077968|2|2|com,ill,sg|ill|sg|0|obl|primary -sse|6|1||S|51002285|Ma peale pikka pusimist jätsin primary -sse :|NONE
softivahetus|14693279|23156840|1|2|com,in,sg|in|sg|0|obl|softivahetuses|6|1||S|42794792|Mul sama jama , käis softivahetuses , aga abi ei saanud :|NONE
softivahetus|14694670|23158457|2|2|com,el,sg|el|sg|0|obl|softivahetusest|4|2||S|42797448|Või piisab äkki softivahetusest ?|NONE
spagaat|17654415|26991664|1|2|com,in,sg|in|sg|0|obl|spagaadis|46|5||S|49309667|kõik trance alaliigid , trumm ja bass , kõige rohkem meeldivad armin van buuren ja ferry corsten , kui vahel arvuti üle viskab , siis harjutan teises toas capoeirat , so võitluskunst , mida eddie gordo tekken3-s teeb , momendil harjutan käte peal keerutamist jalad spagaadis ( ma paindun väga hästi )|NONE
spagaat|12484817|19984371|2|2|com,el,sg|el|sg|0|obl|spagaadist|6|3||S|36918763|67 . minutil lõi Teet Allas spagaadist viigivärava .|NONE
superseksikas|15372564|24010368|1|2|all,pos,sg|all|sg|0|obl|superseksikale|8|1||A|44292978|""" Beverly Hillsi võmmi "" täht kinkis superseksikale Tracey Edmondsile hiiglasliku kollase briljandiga Cartier'sõrmuse ja palus teda endale naiseks , vahendab The Sun Ameerika ajakirjandust ."|NONE
superseksikas|2022321|3227526|2|2|el,pl,pos|el|pl|0|obl|superseksikatest|3|-1||A|6041808|"Musta värvi superseksikatest "" astuge mu teelt eest "" saabastest kuni leebete , beežide-pruunide madala kontsaga seemisnahksete jalavarjudeni ."|LOC
tagasistumine|5723069|9178897|1|2|com,el,sg|el|sg|0|obl|tagasistumisest|4|2||S|17171422|Ühtlasi teatas ta tagasistumisest kõigist senistest ametitest .|NONE
tagasistumine|11475376|18384525|2|2|ad,com,sg|ad|sg|0|obl|tagasistumisel|2|-1||S|33913224|Linnapea tagasistumisel lahkub ka linnavalitsus .|NONE
tagavedru|17142730|26335172|1|2|com,el,pl|el|pl|0|obl|tagavedrudest|12|1||S|48218941|Mul muide on ka üks madaldussari üle , mis koosneb uutest tagavedrudest ja kasutatud esivedrudest .|LOC
tagavedru|18540747|28069249|2|2|com,el,pl|el|pl|0|obl|tagavedrudest|11|2||S|50986846|Sorry , täiendus : jutt käib siin ja edaspidi vaid tagavedrudest .|LOC
tekstiiliettevõte|11483286|18395013|1|2|com,in,sg|in|sg|0|obl|tekstiiliettevõttes|12|3||S|33932753|Seoses uute investeeringutega suureneb EBRD osalus Utenos Trikotazases 15 , Trinyciai tekstiiliettevõttes aga 37 , 6 .|NONE
tekstiiliettevõte|4896868|7862476|2|2|com,ill,sg|ill|sg|0|obl|tekstiiliettevõttesse|20|1||S|14679850|Samas on kerkiva tekstiilihiiglase taga Poleschuki kinnitusel Venemaa puuvillaga kaubitseja Tecko huvid , kellele kuuluvad enamusaktsiad ning kust liiguvad tekstiiliettevõttesse ka rahavood investeeringuteks .|LOC
territoorumi|7680705|12315873|1|2|ad,com,sg|ad|sg|0|obl|territoorumil|31|5||S|22896002|Pealkirjastades oma “ teesid ” küsimusega “ Kas ( Nõukogude ) Liit sünnib taas 2005. aastaks ? ” , võtavad autorid vaatluse alla võimaliku liitumisprotsessi endise N. Liidu jurisdiktsiooni all olnud territoorumil .|LOC
territoorumi|6468741|10401885|2|2|ad,com,sg|ad|sg|0|obl|territoorumil|10|5||S|19442368|Kõige enam käisid nad Tallinnast väljas töölähetustel Lääne prefektuuri territoorumil , kus patrullisid 28 protsenti ajast .|LOC
transpordikomisjon|1835389|2921568|1|2|all,com,sg|all|sg|0|obl|transpordikomisjonile|7|-1||S|5458633|Komisjonidele alluvad ametid valdkonniti , näiteks transpordikomisjonile allub transpordiamet .|NONE
transpordikomisjon|5434537|8713514|2|2|com,in,sg|in|sg|0|obl|transpordikomisjonis|4|-1||S|16293874|Hamburgis Euroopa Liidu transpordikomisjonis käivad ettevalmistused uue liikluseeskirja ettevalmistamiseks .|NONE
turbaauk|8989254|14452790|1|2|com,el,pl|el|pl|0|obl|turbaaukudest|10|-1||S|26766763|Uulitsatpidi tulevad vatijopedes töötud mehed , jääpuurid peos - turbaaukudest näkkab talvel mõni kala .|LOC
turbaauk|9684689|15541661|2|2|com,in,pl|in|pl|0|obl|turbaaukudes|5|2||S|28725201|Nõos elades käisin tihti turbaaukudes , kust võtsin purki konnakulleseid ja väikseid kalu ning jälgisin neid .|LOC
vokaalstuudio|396612|616641|1|2|com,in,sg|in|sg|0|obl|Vokaalstuudios|1|-1||S|1054849|Vokaalstuudios käivad enamasti koorilauljad hääletreeningut tegemas .|LOC
vokaalstuudio|16805476|25863187|2|2|com,in,sg|in|sg|0|obl|vokaalstuudios|13|2||S|47431534|Viktoria Seimar 21aastane Viktoria Seimar on hevibändi Inferno laulja ning töötab Tallinnas vokaalstuudios Diapasoon laulu- ja vokaaltehnika õpetajana .|LOC
äratõukepakk|10636942|17048777|1|2|all,com,sg|all|sg|0|obl|äratõukepakule|5|2||S|31471460|Kaseorg jooksis kolmandal katsel äratõukepakule kaheksa meetri mehe ilmega , kuid plastiliinist kontrollriba all varitses oma tundi õel deemon .|LOC
äratõukepakk|10221359|16402062|2|2|all,com,sg|all|sg|0|obl|äratõukepakule|11|-1||S|30293661|Võõrtreenerile meenus , missuguse kiirusega Nool Talence'is 7.93 kaugust hüpates äratõukepakule jooksis .|LOC
FS|18527491|28053163|1|3|ad,nominal,sg|ad|sg|0|obl|FS-il|5|1||Y|50958433|Ma ei leia oma FS-il tagaistmete mootori kaitsmeid Istmed lakkasid töötamast koos niiet mõlemad mootorid läbi olla ei tohiks .|LOC
FS|18532420|28059000|2|3|ad,nominal,sg|ad|sg|0|obl|FS-l|3|1||Y|50968715|Avastasin oma FS-l uue pahaloomulise haiguse .|NONE
FS|18532411|28058987|3|3|ad,nominal,sg|ad|sg|0|obl|FS-l|3|1||Y|50968691|Avastasin oma FS-l uue pahaloomulise haiguse .|NONE
Firenighti|4981786|7999428|1|3|ad,prop,sg|ad|sg|1|obl|Firenightil|8|1||S|14939105|Festivali korraldaja Lauri Laubre sõnul esineb tänavusel Firenightil kuus välismaist artisti , kelle nimed avaldavad korraldajad lähipäevil .|NONE
Firenighti|13818139|22031245|2|3|ad,prop,sg|ad|sg|1|obl|Firenightil|2|1||S|40761968|Käisin Firenightil ilutulestikku vaatamas , Elton Johni kontserdil ja Rootsis U2 kontserdil .|NONE
Firenighti|5417658|8688360|3|3|ad,prop,sg|ad|sg|1|obl|Firenightil|1|-1||S|16245110|Firenightil astub üles üle 20 esineja , sealhulgas mitmed maailmakuulsad välisesinejad .|NONE
Guildfort|13427167|21475582|1|3|in,prop,sg|in|sg|1|obl|Guildfordis|1|-1||S|39733203|Guildfordis tekkis füüsikute ja teoloogide lähenemine .|LOC
Guildfort|6782464|10911808|2|3|in,prop,sg|in|sg|1|obl|Guildfordis|1|-1||S|20376594|Guildfordis voolab inimmass , sh pool vagunitäit õlleseid Bohemian Rhapsodyt jörisevaid noori , perroonile , jättes meid omapäi vagunisse .|LOC
Guildfort|6782457|10911794|3|3|in,prop,sg|in|sg|1|obl|Guildfordis|9|6||S|20376571|Praegu käib ta veel tööl kümmekonna kilomeetri kaugusel Guildfordis , kus ministeeriumi hoonete ühes tiivas asub ka lastesõim .|LOC
Kivilinn|9406965|15105435|1|3|in,prop,sg|in|sg|1|obl|Kivilinnas|4|-2||S|27952570|Laupäeva öösel lõhuti Kivilinnas Anne tänavas seisnud Nissan Sunny aken , kuid seest midagi ei võetud .|LOC
Kivilinn|9466146|15196825|2|3|in,prop,sg|in|sg|1|obl|Kivilinnas|6|1||S|28114018|Reede hommikul kell 5.30 jooksis Kivilinnas Jaama tänava maja trepikotta ähmis ja poriste rõivastega 18-aastane neiu ning helistas esimese ettejuhtunud korteri uksekella .|LOC
Kivilinn|10648577|17066891|3|3|in,prop,sg|in|sg|1|obl|Kivilinnas|6|1||S|31504002|Eile varahommikul kell 6.30 märkas Kivilinnas tööle sõita kavatsenud mees , et tema Mazdasse on sisse murtud .|LOC
Kristin|15901590|24738644|1|3|el,prop,sg|el|sg|1|obl|Kristinist|6|-1||S|45529437|Kas sa tahad , et Kristinist ja kõigist järgmistest lastest saaks sportlased ?|NONE
Kristin|15548209|24282522|2|3|ad,prop,sg|ad|sg|1|obl|Kristinil|8|2||S|44765724|Tajusin selle tähendust , kui käisin hiljuti Kristinil külas ja nägin teda pere keskel .|NONE
Kristin|866758|1380705|3|3|ad,prop,sg|ad|sg|1|obl|Kristinil|2|-1||S|2523534|Ja Kristinil on tulemas luulekogu .|NONE
Peterhofi|11958319|19137415|1|3|in,prop,sg|in|sg|1|obl|Peterhofis|1|-1||S|35333545|Peterhofis käib mingi kamm , nagu noored ütlevad .|LOC
Peterhofi|3420608|5506208|2|3|in,prop,sg|in|sg|1|obl|Peterhofis|4|2||S|10303406|üllatus ootas ees Peterhofis .|LOC
Peterhofi|9283900|14914368|3|3|in,prop,sg|in|sg|1|obl|Peterhofis|8|1||S|27609351|Meile geograafiliselt lähimad sama esinduslikud näited asuvad Peterhofis , Rundales Kuramaal ja Drottningholmis Stockholmi külje all , olemuslikult lähedasemaid on Kadriorule aga Het Loo Hollandis .|LOC
akse|20354986|29560712|1|3|ad,com,sg|ad|sg|0|obl|aksel|4|1||S|53268946|korp15: kuule aksel ole kus|NONE
akse|20310878|29538550|2|3|ad,com,sg|ad|sg|0|obl|aksel|5|1||S|53235658|Tropp: ei tea aksel|NONE
akse|21124253|29934844|3|3|ad,com,sg|ad|sg|0|obl|aksel|7|1||S|53835219|glacier: millest siis jutt käib aksel|NONE
baariretk|7950902|12740351|1|3|ad,com,pl|ad|pl|0|obl|baariretkedel|17|2||S|23658524|Aga mulle , nagu öeldud , need ei sobinud ja ma panin need silma vaid oma baariretkedel .|NONE
baariretk|17221866|26440501|2|3|abl,com,sg|abl|sg|0|obl|baariretkelt|12|2||S|48405421|Matti , kes on õigusorganitega varemgi tegemist teinud , saabunud kolmapäeval baariretkelt nõudmisega , et naine talle auto ostaks .|NONE
baariretk|5378960|8627701|3|3|all,com,pl|all|pl|0|obl|baariretkedele|10|4||S|16130822|Nii mõneltki sugukondlikult istumiselt liikus onu hiljem omapäi mingitele baariretkedele .|NONE
dopinguäri|8770983|14076404|1|3|com,el,sg|el|sg|0|obl|dopinguärist|10|1||S|26057900|“ Ootasin , millal pomm plahvatab , sest teadsin dopinguärist ammu , ” kinnitas keset hooaega lõhkise küna ette sattunud Pütsep .|NONE
dopinguäri|213525|348105|2|3|com,in,sg|in|sg|0|obl|Dopinguäris|1|-1||S|616874|Dopinguäris liiguvad miljonid .|NONE
dopinguäri|13977591|22251213|3|3|all,com,sg|all|sg|0|obl|dopinguärile|10|1||S|41166103|Politsei leidis minu märkmete vahelt kviitungid , mis viitavat dopinguärile .|NONE
elementaarkool|8455716|13552181|1|3|com,in,sg|in|sg|0|obl|elementaarkoolis|34|1||S|25113965|Judge , kes jätkab shõule sketshide joonistamist , tunnistab , et see shõu pole mõeldud igaühele , näiteks väikestele lastele ja isegi tema enda emale , endisele ülikooli õppejõule , kes nüüd töötab elementaarkoolis bibliograafina .|LOC
elementaarkool|7289974|11713435|2|3|com,in,sg|in|sg|0|obl|elementaarkoolis|16|5||S|21825952|Elisabeth käis aruannete kohaselt 1850. aastast madam Wittenbergi erakoolis , 1854. aastast aga linna tütarlaste elementaarkoolis .|LOC
elementaarkool|15647281|24414587|3|3|com,in,sg|in|sg|0|obl|elementaarkoolis|7|1||S|45001807|1871. – 1882 . aastani töötas Lihula elementaarkoolis kirjanik Jakob Pärn .|LOC
iluviga|1070591|1701341|1|3|com,el,pl|el|pl|0|obl|iluvigadest|17|4||S|3135798|Eestlased aga said koduseinte ja publiku toel ( eriti käib see Luzgini mängu kohta ) oma iluvigadest jagu ning keerasid mõlemad kohtumised selgelt enda kasuks .|NONE
iluviga|4455661|7164603|2|3|all,com,pl|all|pl|0|obl|iluvigadele|2|-5||S|13368815|Kõigile iluvigadele vaatamata : enam-vähem sellist Eesti riiki me ju tahtsime .|NONE
iluviga|13044345|20871678|3|3|com,el,pl|el|pl|0|obl|iluvigadest|2|-5||S|38596690|Väikestest iluvigadest hoolimata on aga eksootilise välimuse ja sügavpruunide silmadega Cruzist saanud Euroopa filmi ja naiselikkuse sümbol , nagu seda oma hiilgeaegadel oli Sophia Loren .|NONE
kiiljaht|3819119|6151543|1|3|all,com,sg|all|sg|0|obl|kiiljahile|9|3||S|11494735|Vaimukosutuseks ja enesearendamiseks istuvad Tõnisted suvel ka neljamehe kiiljahile Melges 24 ja osalevad mõnel Põhjamaa regatil .|LOC
kiiljaht|13106665|20970863|2|3|ad,com,sg|ad|sg|0|obl|kiiljahil|9|2||S|38784496|Vendade ettevalmistuskavva kuulub ka purjetamine kiirel Melges-24 tüüpi kiiljahil , mille vennad Haavelid endale hiljuti muretsesid .|LOC
kiiljaht|8537299|13682915|3|3|ad,com,sg|ad|sg|0|obl|kiiljahil|5|2||S|25345804|Kõige hiljem jäävad eemale kiiljahil , Staril ja Solingul seilajad .|NONE
kõrvalkabiin|5263754|8443836|1|3|com,in,sg|in|sg|0|obl|kõrvalkabiinis|13|3||S|15782213|Ei-ei , ruttas too meenutama , kuidas istus hiljuti võistlust kommenteerides eestlaste kõrvalkabiinis .|LOC
kõrvalkabiin|1603082|2550764|2|3|com,in,pl|in|pl|0|obl|kõrvalkabiinides|6|1||S|4752565|Kaks tudengit vestlevad meeste WC kõrvalkabiinides :|LOC
kõrvalkabiin|1603087|2550769|3|3|com,el,sg|el|sg|0|obl|kõrvalkabiinist|2|-1||S|4752573|Vasakust kõrvalkabiinist kostab :|LOC
lasteaeg|19270916|29040232|1|3|com,in,sg|in|sg|0|obl|lasteajas|8|4||S|52475386|l__m_f_a__o: ma arvan ei sa peaksid lasteajas k2ima|LOC
lasteaeg|20516401|29634625|2|3|com,in,sg|in|sg|0|obl|lasteajas|6|1||S|53379465|kaisuke: osad vast käisid lasteajas|NONE
lasteaeg|18721767|28300144|3|3|com,in,sg|in|sg|0|obl|lasteajas|9|-1||S|51346647|seega ei ole kunagi sööklatoitu söönud koolis ja lasteajas sõin kah harva .|LOC
likvidaator|3454120|5561835|1|3|all,com,pl|all|pl|0|obl|likvidaatoritele|2|-1||S|10405818|Põlevkivitööstuse likvidaatoritele tahaks aga meenutada vanasõna , et vanasse kaevu ära sülita enne , kui uus valmis kaevatud .|NONE
likvidaator|11105075|17788989|2|3|com,el,sg|el|sg|0|obl|likvidaatorist|5|-1||S|32803465|Venemaal on umbkaudu 300 000 likvidaatorist surnud kümnendik , sealjuures 38 protsenti neist on sooritanud enesetapu , kinnitas eile tervishoiuministeerium .|NONE
likvidaator|12434463|19908859|3|3|com,el,pl|el|pl|0|obl|likvidaatoritest|21|1||S|36775716|"Mind ajendas kirjutama ETV 9 . novembri saade "" Suures plaanis "" , kus oli juttu Tšernobõlist ja seal käinud nn . likvidaatoritest ."|NONE
modelliamet|5273940|8460013|1|3|all,com,sg|all|sg|0|obl|modelliametile|9|4||S|15813323|Seepärast oli Mick omal ajal vastu ka tüdruku modelliametile .|NONE
modelliamet|46769|80604|2|3|all,com,sg|all|sg|0|obl|modelliametile|9|4||S|146169|Seepärast oli Mick omal ajal vastu ka tüdruku modelliametile .|NONE
