COLLECTION	SPANSTART	TYPE	TEXT
119474	1426	O	""" Kliente on ikka tunduvalt vähem kui eelmisel aastal , seda nii poes kui baari osas , "" sõnas baaridaam Aili Jõhvikas ."
119474	1426	S	""" Kliente on vähem kui eelmisel aastal , seda nii poes kui baari osas , "" sõnas baaridaam Aili Jõhvikas ."
			
554030	214	O	Vähem kui viiendik küsitlusele vastanud meestest kasutab vanilliparfüümi .
554030	214	S	Kui viiendik küsitlusele vastanud meestest kasutab vanilliparfüümi .
			
589883	5482	O	Palju vähem kui soengu puhul .
589883	5482	S	Vähem kui soengu puhul .
			
171455	1322	O	Need , kes esitasid küll avalduse , kuid ei saanud täiendavat hüvitist , sest olid kulutanud ravimitele vähem kui 6000 krooni , ei pea järgmistel aastatel avaldust enam uuesti esitama .
171455	1322	S	Need , kes esitasid avalduse , kuid ei saanud täiendavat hüvitist , sest olid kulutanud ravimitele vähem kui 6000 krooni , ei pea järgmistel aastatel avaldust esitama .
			
509775	875	O	1910 . aastal avalikuks matmispaigaks pühitsetud surnuaed oli rohkem kui tuhande kohaliku eestlase viimne puhkepaik .
509775	875	S	1910 . aastal avalikuks matmispaigaks pühitsetud surnuaed oli tuhande kohaliku eestlase viimne puhkepaik .
			
89620	1378	O	Rohkem kui hispaanlaste finaal huvitab avalikkust tänane naiste lõppkohtumine õdede Williamside vahel .
89620	1378	S	Kui hispaanlaste finaal huvitab avalikkust tänane naiste lõppkohtumine õdede Williamside vahel .
			
463137	1489	O	Kallo sõnul on bussikütus kaks korda odavam , ka bussid ise maksavad vähem kui trollid .
463137	1489	S	Kallo sõnul on bussikütus kaks korda odavam , bussid ise maksavad .
			
377380	198	O	Film vändati Hughesi muinasjutu “ Raudmees ” põhjal , mille ta kirjutas rohkem kui 30 aastat tagasi , et lohutada oma kaht last pärast nende ema -- ameerika legendaarse luuletaja  Sylvia Plathi  enesetappu .
377380	198	S	Film vändati Hughesi muinasjutu “ Raudmees ” põhjal , mille ta kirjutas 30 aastat tagasi , et lohutada oma kaht last pärast nende ema -- ameerika legendaarse luuletaja Sylvia Plathi enesetappu .
			
260220	227	O	Uus toode kannab nimetust IBM Software Servers ja ühendab rohkem kui 50 IMB-i ja selle poolt hiljuti ülevõetud firma Lotus tarkvaratoodet nii tööjaamade kui võrgukeskkonnas .
260220	227	S	Uus toode kannab nimetust IBM Software Servers ja ühendab ja selle poolt ülevõetud firma Lotus tarkvaratoodet nii tööjaamade kui võrgukeskkonnas .
			
545436	1188	O	Vähem kui sellel aastal , kuid siiski ebareaalne .
545436	1188	S	Vähem kui sellel aastal , kuid ebareaalne .
			
580948	1452	O	Vähem kui kuu aja pärast Tartus eetrisse mineva Raadio Elmari juht Jaan Habicht hindab jaama potentsiaalse kuulajaskonna suuruseks 200 000 inimest .
580948	1452	S	Kuu aja pärast Tartus eetrisse mineva Raadio Elmari juht Jaan Habicht hindab jaama potentsiaalse kuulajaskonna suuruseks 200 000 inimest .
			
703360	4085	O	Eelmisel aastal kasvas palk isegi rohkem kui tootlikkus .
703360	4085	S	Eelmisel aastal kasvas palk .
			
313845	4286	O	Proovitud vein maksis veel vähem kui vesi , ent sellest peale ei jätnud Parker ainsatki degusteerimisvõimalust vahele .
313845	4286	S	Proovitud vein maksis , ent sellest peale ei jätnud Parker ainsatki degusteerimisvõimalust vahele .
			
323626	2163	O	Külalised pääsesid kui paisu tagant - tegid 14 : 0 spurdi ning jätsid võõrustajad rohkem kui seitsme minuti jooksul kuivale .
323626	2163	S	Külalised pääsesid kui paisu tagant - tegid 14 : 0 spurdi ning jätsid võõrustajad kuivale .
			
411510	3682	O	Eelmisel aastal oli Eesti väikesadamatest populaarseim Tallinna TOPi Pirita sadam , mis võttis kõigist Eesti jahisadamate külastustest rohkem kui 40 protsenti .
411510	3682	S	Eelmisel aastal oli Eesti väikesadamatest populaarseim Tallinna TOPi Pirita sadam , mis võttis kõigist Eesti jahisadamate külastustest .
			
243458	0	O	Eesti väliskaubanduse puudujääk oli märtsis veebruariga võrreldes rohkem kui kaks korda suurem - 1,7 miljardit krooni , teatas statistikaamet .
243458	0	S	Eesti väliskaubanduse puudujääk oli märtsis veebruariga võrreldes kaks korda suurem - 1,7 miljardit krooni , teatas statistikaamet .
			
18613	658	O	""" Kui ikka rohkem kui pool lastest on klassis haiged , siis pole mõtet programmiga edasi minna , "" selgitas maakonna haridus- ja kultuuriosakonna asejuhataja Iia Laaniste ."
18613	658	S	""" Kui pool lastest on klassis haiged , pole mõtet programmiga edasi minna , "" selgitas maakonna haridus- ja kultuuriosakonna asejuhataja Iia Laaniste ."
			
292802	412	O	Klaipeda sadama kaudu veeti jaanuaris-veebruaris ligi 3,679 miljonit tonni kaupa ehk kuus protsenti vähem kui möödunud aasta samal ajal.
292802	412	S	Klaipeda sadama kaudu veeti jaanuaris-veebruaris 3,679 miljonit tonni kaupa kui möödunud aasta samal ajal .
			
576324	484	O	Kokku juhtus tänavu esimese kahe kuuga 288 rasket liiklusõnnetust , mis on 35 võrra vähem kui aasta tagasi samal ajal.
576324	484	S	Kokku juhtus esimese kahe kuuga 288 rasket liiklusõnnetust , mis on 35 võrra vähem kui aasta tagasi samal ajal .
			
426491	861	O	Kuid sellest hoolimata tuli valitsuse tagandamine üllatusena , sest Viktor Tshernomõrdin on kõigi raskuste kiuste peaministri postil püsinud juba rohkem kui viis aastat .
426491	861	S	Kuid sellest hoolimata tuli valitsuse tagandamine üllatusena , sest Viktor Tshernomõrdin on kõigi raskuste kiuste peaministri postil püsinud .
			
3439	7655	O	Mõni 5.-6. klassi poiss teab arvutist rohkem kui õpetaja .
3439	7655	S	Mõni 5. - 6. klassi poiss teab arvutist .
			
130952	586	O	Moora sõnul avastas politsei tänavu 106 kuritegu rohkem kui mullu kümne kuuga ning saatis kohtu alla 117 inimest rohkem .
130952	586	S	Moora sõnul avastas politsei 106 kuritegu ning saatis kohtu alla 117 inimest .
			
516678	4082	O	“ Närvid on mul rohkem kui kunagi varem korras , ” üllatas ta .
516678	4082	S	“ Närvid on mul rohkem kui korras , ” üllatas ta .
			
602633	1644	O	""" Karjas kasutavad hundid toitu ratsionaalsemalt , nad murravad kokkuvõttes vähem kui üksikud , ” selgitas Latik ."
602633	1644	S	""" Karjas kasutavad hundid toitu , nad murravad kokkuvõttes , ” selgitas Latik ."
			
567875	3028	O	Tihti ollakse privaatse ja looduskauni koha eest nõus maksma tunduvalt rohkem kui paremas seisukorras maja eest .
567875	3028	S	Ollakse privaatse ja looduskauni koha eest nõus maksma .
			
3901	6683	O	Teine võimalik suund on eristumise strateegia , mille idee on pakkuda mingit sellist ( uut ) kvaliteeti , mida teised pakkujad ei valda ja mille eest tarbijad on nõus tasuma rohkem kui kululiidri standardtoote eest .
3901	6683	S	Teine võimalik suund on eristumise strateegia , mille idee on pakkuda mingit sellist ( uut ) kvaliteeti , mida teised pakkujad ei valda ja mille eest tarbijad on nõus tasuma .
			
417619	3052	O	Inimesed , kes selle Soomes videosse võtsid , müüsid seda edasi rohkem kui 20 000 krooni eest , ” meenutab Kivekäs .
417619	3052	S	Inimesed , kes selle Soomes videosse võtsid , müüsid seda edasi , ” meenutab Kivekäs .
			
405635	5121	O	EENeti kanal moodustab Eesti väliskanalite summast vähem kui neljandiku , kliente on aga enam kui kaks kolmandikku kõigist .
405635	5121	S	EENeti kanal moodustab Eesti väliskanalite summast , kliente on aga enam kui kaks kolmandikku kõigist .
			
11540	1191	O	Odavaim , 5kohaline MPV Comfort maksab kriipsu vähem kui 300 000 krooni .
11540	1191	S	Odavaim , 5kohaline MPV Comfort maksab kriipsu .
			
385692	1453	O	Tema on tüüril ja teod räägivad rohkem kui sõnad .
385692	1453	S	Tema on tüüril ja teod räägivad .
			
684456	143999	O	Mul on küsimus , kuidas on võinud juhtuda niisugune õnnetus , et Justiitsministeerium ei ole suuteline kirjaoskajalikult , ilma vigadeta esitama Riigikogule lühikest seaduseelnõu , kus on teksti vähem kui kaks lehekülge , ja needki read ei ole täis kirjutatud .
684456	143999	S	Mul on küsimus , kuidas on võinud juhtuda niisugune õnnetus , et Justiitsministeerium ei ole suuteline , ilma vigadeta esitama Riigikogule lühikest seaduseelnõu , kus on teksti vähem kui kaks lehekülge , ja needki read ei ole täis kirjutatud .
			
343962	4121	O	Täna kasutusel olevad ravimid on suunatud vähem kui 500 geenitulemile .
343962	4121	S	Kasutusel olevad ravimid on suunatud .
			
236469	530	O	""" Et kõikidel inimestel oleks mida suhu pista või selga panna , peab tooteid valmistama rohkem kui ühes eksemplaris ."
236469	530	S	""" Et kõikidel inimestel oleks mida suhu pista või selga panna , peab tooteid valmistama ."
			
376603	4820	O	Tema teab aga Eesti kultuurist ja ajaloost kahtlemata rohkem kui keskmine eestlane .
376603	4820	S	Tema teab Eesti kultuurist ja ajaloost .
			
26971	0	O	Tänavu kümne kuuga on Pärnu sadamat läbinud 1,7 miljonit tonni kaupu , mis on kolmandiku võrra rohkem kui möödunud aastal samal perioodil .
26971	0	S	Kümne kuuga on Pärnu sadamat läbinud 1,7 miljonit tonni kaupu , mis on kolmandiku võrra rohkem kui möödunud aastal samal perioodil .
			
86084	261	O	Vähem kui 10 protsenti toimub lähemate riikidega .
86084	261	S	10 protsenti toimub lähemate riikidega .
			
484579	136	O	Rohkem kui 45 000 raadiokuulajat kogu Euroopast ütlesid , millist muusikat tahaksid nad oma matustele .
484579	136	S	45 000 raadiokuulajat kogu Euroopast ütlesid , millist muusikat tahaksid nad oma matustele .
			
163962	585	O	Sotsiaalminister Marko Pomerants ütles , et riigil pole Pärnu haiglale meditsiinitehnika ostmiseks võimalik eraldada rohkem kui 8 miljonit krooni ja sellest peab elementaarse tehnika muretsemiseks piisama .
163962	585	S	Sotsiaalminister Marko Pomerants ütles , et riigil pole Pärnu haiglale meditsiinitehnika ostmiseks võimalik eraldada ja sellest peab elementaarse tehnika muretsemiseks piisama .
			
91750	965	O	Ta sukeldus pursskaevu ja vähem kui 10 minuti pärast naases ta 22 kilo müntidega , mille väärtus oli umbes 1000 eurot ehk ligi 16 000 krooni .
91750	965	S	Ta sukeldus pursskaevu ja vähem kui 10 minuti pärast naases ta 22 kilo müntidega , mille väärtus oli 1000 eurot ehk 16 000 krooni .
			
132381	28	O	14. , 15. ja 16. septembril toimub Tartu Näitused messikeskuses kolmandat korda Lillemess , millest võtavad osa rohkem kui 40 firmat lillede , istikute , lillesibulate ja palju muu huvitavaga .
132381	28	S	14. , 15. ja 16. septembril toimub Tartu Näitused messikeskuses kolmandat korda Lillemess , millest võtavad osa .
			
196781	1243	O	"Tema hinnangul ei tohi kontrolör ühe sõitja kontrollimiseks kulutada rohkem kui viis sekundit : "" Vastasel juhul lähevad kõik jänesed juba bussist välja ."
196781	1243	S	"Tema hinnangul ei tohi kontrolör ühe sõitja kontrollimiseks kulutada : "" Vastasel juhul lähevad kõik jänesed bussist välja ."
			
9283	5326	O	Põlva linnavolikogu tühistas rohkem kui aastavanuse määrusepunkti , mis seadis taksode vanuse piirmääraks kümme aastat .
9283	5326	S	Põlva linnavolikogu tühistas kui aastavanuse määrusepunkti , mis seadis taksode vanuse piirmääraks kümme aastat .
			
2369	3271	O	SRÜ ainsaks kokkupuutepunktiks Ida-Euroopaga jäi vähem kui 300 km pikkune Valgevene-Poola piirilõik .
2369	3271	S	SRÜ ainsaks kokkupuutepunktiks Ida-Euroopaga jäi pikkune Valgevene-Poola piirilõik .
			
14855	52	O	Politsei leidis teisipäeval üle-eestilise operatsiooni käigus eri müügikohtadest rohkem kui 300 liitrit salaviina .
14855	52	S	Politsei leidis teisipäeval üle-eestilise operatsiooni käigus eri müügikohtadest 300 liitrit salaviina .
			
47617	21	O	Lätis läbis eelmisel aastal naturalisatsiooni 12.500 inimest ehk ligi kolm korda rohkem kui 1998. aastal .
47617	21	S	Lätis läbis eelmisel aastal naturalisatsiooni 12.500 inimest kolm korda .
			
53664	5879	O	"Loomulikult tean ma nüüd kunstist palju rohkem kui sellega 30 aasta eest alustades , aga ma ei tee põhimõtteliselt paremat kunsti . """
53664	5879	S	"Tean ma kunstist kui sellega 30 aasta eest alustades , aga ma ei tee paremat kunsti . """
			
698267	4352	O	Tomatikontsentraatide puhul , mille kuivainesisaldus on väiksem kui 93% ja mis on pakitud vähem kui 1,5 kilogrammi kaaluvatesse anumatesse , müügipakend kaasa arvatud , suurendatakse majandusaastateks 1984/85 , 1985/86 ja 1986/87 makstavat tootmistoetust , kasutades ühte V lisas sätestatud protsendimäära .
698267	4352	S	Tomatikontsentraatide puhul , mille kuivainesisaldus on väiksem kui 93% ja mis on pakitud 1,5 kilogrammi kaaluvatesse anumatesse , müügipakend kaasa arvatud , suurendatakse majandusaastateks 1984 / 85 , 1985 / 86 ja 1986 / 87 makstavat tootmistoetust , kasutades ühte V lisas sätestatud protsendimäära .
			
594587	0	O	Narkopolitsei leidis Eestis seni vähelevinud , hallutsinatsioone tekitavat sünteetilist uimastit LSD tänavu üle kolme korra rohkem kui kõigil varasematel aastatel kokku .
594587	0	S	Narkopolitsei leidis Eestis vähelevinud , hallutsinatsioone tekitavat sünteetilist uimastit LSD .
			
189768	4383	O	2003. aasta septembris läks Harjumaal kaduma aasta ja 9 kuu vanune Björn , kes leiti rohkem kui 9 tundi pärast kadumist umbes 1,5 kilomeetri kauguselt kodumajast .
189768	4383	S	2003. aasta septembris läks Harjumaal kaduma aasta ja 9 kuu vanune Björn , kes leiti 9 tundi pärast kadumist 1,5 kilomeetri kauguselt kodumajast .
			
276486	5551	O	See on see , mis meid liidab rohkem kui miski muu .
276486	5551	S	See on see , mis meid liidab .
			
516250	307	O	Järva politsei pressiesindaja Priit Paali sõnul olid tundmatud kurjategijad tunginud töökotta ja viinud kaasa muruniiduki , elektrilisi tööriistu ja muid esemeid kokku rohkem kui 25 000 krooni väärtuses .
516250	307	S	Järva politsei pressiesindaja Priit Paali sõnul olid tundmatud kurjategijad tunginud töökotta ja viinud kaasa muruniiduki , elektrilisi tööriistu ja muid esemeid .
			
187629	4113	O	Väidetavalt väsib käsi sellises asendis tunduvalt vähem kui kätt hiire peal hoides .
187629	4113	S	Väsib käsi sellises asendis kui kätt hiire peal hoides .
			
498919	211	O	Tänane Sydney olümpiamängude avatseremoonia ühendab rohkem kui 200 riigi atleete , publikut puupüsti täis staadioni ja miljardeid inimesi viiel kontinendil .
498919	211	S	Tänane Sydney olümpiamängude avatseremoonia ühendab .
			
688997	2490	O	Kristallselges vees on üle 250 liigi koralle ja rohkem kui 1200 liiki kalu .
688997	2490	S	Kristallselges vees on üle 250 liigi koralle ja 1200 liiki kalu .
			
362359	151	O	Reedeses Ma'arivis avaldatud küsitlus näitas ka , et vähem kui üks kolmest vastanust usub , et USA peaks suruma Iisraeli peaministrit Ariel Sharoni rahuplaani aktsepteerima .
362359	151	S	Reedeses Ma ' arivis avaldatud küsitlus näitas , et usub , et USA peaks suruma Iisraeli peaministrit Ariel Sharoni rahuplaani aktsepteerima .
			
387938	1828	O	Eenmaa rõivad õmbleb  Kai Saar  Moemajast ja neid on tal samapalju kui nädalapäevi .
387938	1828	S	Eenmaa rõivad õmbleb Kai Saar Moemajast ja neid on tal .
			
388089	4319	O	Ka oravatel ei näi rahast puudu tulevat , nende malbeid lubadusi “ Meie muudame , meie suudame , ” on linnas rohkem kui kollaseid vahtralehti .
388089	4319	S	Oravatel ei näi rahast puudu tulevat , nende malbeid lubadusi “ Meie muudame , meie suudame , ” on linnas .
			
439054	309	O	Kaunase aitas järele õnnestunud vahetus : keskmängija George Zidek viskas pingilt tulnuna vähem kui kümne minutiga 13 punkti ning vaheajale mindi viigiseisul 35 : 35.
439054	309	S	Kaunase aitas järele õnnestunud vahetus : keskmängija George Zidek viskas pingilt tulnuna 13 punkti ning vaheajale mindi viigiseisul 35 : 35.
			
3426	7572	O	Eestlased teavad endast ( muide , kogu maailmast ! ) rohkem kui teavad endast ( ja kogu maailmast ! ) prantslased või poolakad .
3426	7572	S	Eestlased teavad endast ( , kogu maailmast ! ) kui teavad endast ( ja kogu maailmast ! ) prantslased või poolakad .
			
27467	1402	O	""" Kuna Eestis on mängijaid vähem kui teistes riikides , on ka võiduvõimalus väiksem , "" lausus ta ."
27467	1402	S	""" Kuna Eestis on mängijaid vähem kui teistes riikides , on võiduvõimalus väiksem , "" lausus ta ."
			
184225	2313	O	Mazheikiai Nafta töötles novembris 466 200 tonni toornaftat ehk seitse protsenti vähem kui oktoobris , kuid 17 protsenti rohkem kui mullu novembris .
184225	2313	S	Mazheikiai Nafta töötles novembris 466 200 tonni toornaftat , kuid 17 protsenti rohkem kui novembris .
			
108381	1532	O	Haapsalu tarbijate ühistu rahandusdirektori Ilme Juti sõnul oli Randsalu kaupluse kassas ühe päeva sissetulek , vähem kui kümme tuhat krooni sularaha .
108381	1532	S	Haapsalu tarbijate ühistu rahandusdirektori Ilme Juti sõnul oli Randsalu kaupluse kassas ühe päeva sissetulek , kümme tuhat krooni sularaha .
