collectionID	sentenceStart	changed	changes	original	short
37762	2161	0	{}	Martin vaidlustas taas ametist vabastamise .	Martin vaidlustas ametist vabastamise .
436447	3105	0	{}	Nimelt väitis Hagelberg , et tema arvates peaks Eesti Panga nõukogu koosnema põhiliselt spetsialistidest .	Väitis Hagelberg , et tema arvates peaks Eesti Panga nõukogu koosnema spetsialistidest .
698379	1951547	0	{}	See paragrahv vajab tingimata detailiseerimist .	See paragrahv vajab detailiseerimist .
673590	374	0	{}	siin müüakse sind mõne parema laptopi või ps3'e eest välismaale litsiks .	Müüakse sind mõne parema laptopi või ps3'e eest välismaale litsiks .
341059	1552	1	"{""nsubj:cop_obl"": 1}"	Charli 0-3 on näiteks juhtum , kui abivajav inimene on enamasti kahekümnendates aastates noormees ja on leitud kusagilt ühiselamu koridoris .	Charli 0 - 3 on näiteks juhtum , kui abivajav inimene on kahekümnendates aastates noormees ja on leitud ühiselamu koridoris .
300269	3264	0	{}	Võib-olla on see mingi verevaesus neis tunnetes ?	On see mingi verevaesus neis tunnetes ?
472266	89	0	{}	Kui mõnusaks pidu kujuneb , see sõltub suures osas ka sinust endast .	Kui mõnusaks pidu kujuneb , see sõltub suures osas sinust endast .
580189	6482	0	{}	Ja võidu puhul kõlbab võtta ka pits vodkat . »	Ja võidu puhul kõlbab võtta pits vodkat . »
196971	2274	0	{}	President Jeltsin helistas isiklikult eilsete läbirääkimiste ajal Solanale ning vestles telefonitsi ka Primakoviga .	President Jeltsin helistas eilsete läbirääkimiste ajal Solanale ning vestles Primakoviga .
53255	5	1	"{""aux_cop"": 1, ""nsubj_nsubj:cop"": 1, ""ccomp_acl"": 1}"	Kuigi McLareni seis on tõesti sant , ei tähenda see veel , et neile on kõik lõplikult kadunud .	Kuigi McLareni seis on sant , ei tähenda see , et neile on kõik kadunud .
701923	668	1	"{""amod_nmod"": 1}"	Igasugu paremad Eesti omad jogurtid on head , aga kõige rohkem meeldib hoopis küpsisetoru .	Paremad Eesti omad jogurtid on head , aga meeldib küpsisetoru .
395985	639	0	{}	“ Rahalises arvestuses teeb see umbes 1-2% ülemaksmist . ”	“ Rahalises arvestuses teeb see 1 -2% ülemaksmist . ”
433479	132	0	{}	1950-1986 töötas seal selgetel Kuuta öödel astronoom ja populariseerija Hugo Raudsaar .	1950 - 1986 töötas selgetel Kuuta öödel astronoom ja populariseerija Hugo Raudsaar .
360590	6507	1	"{""det_nummod"": 1}"	Võib öelda sedagi , et aastad 1988-1990 olid nii tihedad , et toonased sündmused toimusid tagantjärele justkui ühel ajal.	Võib öelda sedagi , et aastad 1988 - 1990 olid tihedad , et toonased sündmused toimusid justkui ühel ajal .
302261	1099	1	"{""obl_obj"": 1}"	""" Jüri Mõis ei öelnud koalitsiooninõukogu koosolekul Keskerakonna koalitsiooni kaasamise kohta isegi midagi sellist , mida Reformierakond oleks võinud vääralt tõlgendada , "" ütles Pakosta BNS-ile ."	""" Jüri Mõis ei öelnud koalitsiooninõukogu koosolekul Keskerakonna koalitsiooni kaasamise kohta midagi sellist , mida Reformierakond oleks võinud tõlgendada , "" ütles Pakosta BNS-ile ."
408602	247	0	{}	“ Ootasin , millal pomm plahvatab , sest teadsin dopinguärist ammu , ” kinnitas keset hooaega lõhkise küna ette sattunud Pütsep .	“ Ootasin , millal pomm plahvatab , sest teadsin dopinguärist , ” kinnitas keset hooaega lõhkise küna ette sattunud Pütsep .
205943	937	1	"{""acl:relcl_obl"": 1, ""conj_advcl"": 1}"	Dirkschneider moodustas uue bändi U.D.O. , mis on siiani täies elujõus , nagu näha .	Dirkschneider moodustas uue bändi U . D . O . , mis on täies elujõus , näha .
705129	245145	0	{}	ponx: kelly sa ju hiljaks jäid :P	Ponx : kelly sa hiljaks jäid :P
13111	3060	1	"{""nsubj_obj"": 1}"	Kuulutustelehest leitud remondimeeste töö kvaliteedi peale ei või kunagi täiesti kindel olla , ehitustööd halvasti tundev tellija võib petta saada .	Kuulutustelehest leitud remondimeeste töö kvaliteedi peale ei või kindel olla , ehitustööd tundev tellija võib petta saada .
8359	911	0	{}	Sonera suur-omanik on endiselt Soome riik .	Sonera suur-omanik on Soome riik .
676632	1735	0	{}	Kehva lauaga ei soovitaks sõita , eriti veel siis , kui algaja .	Kehva lauaga ei soovitaks sõita .
670073	18252	1	"{""cc_mark"": 1}"	Kui nii halduskomitee kui ka komisjoni arvamus on eitav , ei saa direktorite nõukogu laenu või tagatist anda .	Kui nii halduskomitee kui komisjoni arvamus on eitav , ei saa direktorite nõukogu laenu või tagatist anda .
154557	2174	0	{}	Pütsepa kosilaste seas oli ka teisi meeskondi .	Pütsepa kosilaste seas oli teisi meeskondi .
388149	5466	0	{}	Suurem osa rahvaasemikest näebki vaid eelarveauke katvat ilusat loori ja elab endiselt õitsva tuleviku ootuses .	Suurem osa rahvaasemikest näebki eelarveauke katvat ilusat loori ja elab õitsva tuleviku ootuses .
430122	2514	0	{}	Et vesi voolas sisse , siis mädanes torn lubamatult kiiresti .	Et vesi voolas sisse , mädanes torn .
565434	0	0	{}	Grillipidude aeg on küll lähedal , kuid Ameerika uurijad soovitavad tervislikult toituvatel naistel hoolikalt läbi mõelda , milliseid hõrgutisi nad suvel sööma hakkavad .	Grillipidude aeg on lähedal , kuid Ameerika uurijad soovitavad toituvatel naistel läbi mõelda , milliseid hõrgutisi nad suvel sööma hakkavad .
73033	1225	1	"{""obj_nsubj:cop"": 1, ""aux_cop"": 1, ""obl_nmod"": 1}"	Esmakordselt kinnitab RIP-i valitsus , mitte riigikogu , ja see on lisatud 2001. aasta riigieelarve eelnõule seletuskirjas .	Kinnitab RIP-i valitsus , riigikogu , ja see on lisatud 2001. aasta riigieelarve eelnõule seletuskirjas .
700942	914005	1	"{""ccomp_obl"": 1, ""cop_aux"": 1, ""acl_ccomp"": 1, ""nsubj:cop_nsubj"": 1}"	Aga kahjuks peab ütlema , et praeguses Eestis on siin tekkinud omapärased ilmingud .	Aga peab ütlema , et praeguses Eestis on tekkinud omapärased ilmingud .
112100	1950	0	{}	Mehe pensionipõli on keskmiselt viis aastat lühem .	Mehe pensionipõli on viis aastat lühem .
705213	20425	0	{}	jessicaz: minma ei lähe kuhugi weel	Jessicaz : minma ei lähe weel
662606	2421	1	"{""advcl_ccomp"": 1}"	Aga kõik see maksab täpselt nii palju , kui ta maksab .	Aga kõik see maksab , kui ta maksab .
632807	7412	0	{}	See jättis isale kustumatu mulje : hiljem tõin isale ikka erinevaid plaate ( minu meelest ) maailma parimatelt akordionistidelt .	See jättis isale kustumatu mulje : tõin isale erinevaid plaate ( minu meelest ) maailma parimatelt akordionistidelt .
8860	3514	0	{}	""" Enne olid torud vanad ja vesi külm , nüüd on ujuda lihtsalt suurepärane , "" kiitis pedagoog ."	""" Enne olid torud vanad ja vesi külm , on ujuda suurepärane , "" kiitis pedagoog ."
669524	1792	0	{}	krt need mafia rotid ajavad n2rvi kyll just hakkasin videokaarti ostma , raha oli koos juba vajutasin siis tuli error raha puudu , just t2pselt sellel ajal pandi 1 mill p2tsa krt kyll	Krt need mafia rotid ajavad n2rvi kyll hakkasin videokaarti ostma , raha oli vajutasin tuli error raha puudu , sellel ajal pandi 1 mill p2tsa krt kyll
621078	1241	1	"{""aux_cop"": 1, ""nsubj_obl"": 1, ""conj_acl"": 1}"	Tema usub , et alati on võimalik kokkuleppele jõuda seega on ajaleht leidnud omamoodi paralleele tšetšeeni inimröövijate ja Leedu ametivõimude vahel .	Tema usub , et on võimalik kokkuleppele jõuda on ajaleht leidnud paralleele tšetšeeni inimröövijate ja Leedu ametivõimude vahel .
431304	250	0	{}	Muretsemiseks pole aga põhjust ministeeriumide ning valitsus- ja munitsipaalasutuste ja -ametite töötajatel , kellele preemia on igatahes kindlustatud .	Muretsemiseks pole põhjust ministeeriumide ning valitsus- ja munitsipaalasutuste ja - ametite töötajatel , kellele preemia on kindlustatud .
462577	2458	0	{}	Lahendamist ootavad Anne turu probleemid , eeskätt müügipaviljonide ehitamine ja varustamine elektriga .	Lahendamist ootavad Anne turu probleemid , müügipaviljonide ehitamine ja varustamine elektriga .
624478	3028	0	{}	Aga seda oli tore ja lahe teha ning sellepärast pole ka kurb , et rohkem saadet ei näidata , » väidab Välba .	Aga seda oli tore ja lahe teha ning pole kurb , et saadet ei näidata , » väidab Välba .
300088	2656	0	{}	"Nad teavad , et surmaoht käib motospordi juurde - kes hullumeelselt kihutab , riskib eluga , "" mõtiskles Gunnar Graps ."	"Nad teavad , et surmaoht käib motospordi juurde - kes kihutab , riskib eluga , "" mõtiskles Gunnar Graps ."
543454	3245	0	{}	Uskuda , et Kornelius toob nad Keskerakonna lippude alt ära , on üsna naiivne .	Uskuda , et Kornelius toob nad Keskerakonna lippude alt ära , on naiivne .
639266	4667	0	{}	Petetud lootustes ja heidutatuna ulatuslikust tööjõu regulatsioonist ja maksustamisest , ei ürita nüüd Euroopa riskikapitalistid ja ettevõtjad uusi ettevõtteid luua .	Petetud lootustes ja heidutatuna ulatuslikust tööjõu regulatsioonist ja maksustamisest , ei ürita Euroopa riskikapitalistid ja ettevõtjad uusi ettevõtteid luua .
673732	543138	1	"{""nsubj:cop_nsubj"": 1}"	See on oluline sisepoliitiline küsimus , milles ettevõetud samme välisriigid rahvusvahelise õiguse seisukohast loomulikult analüüsivad , kuid probleemi peame lahendama meie ise .	See on oluline sisepoliitiline küsimus , milles ettevõetud samme välisriigid rahvusvahelise õiguse seisukohast analüüsivad , kuid probleemi peame lahendama meie ise .
705261	184036	1	"{""nsubj_parataxis"": 1}"	Spook: pole midagi parata	Spook : pole midagi
497509	1201	0	{}	Kui oled mänguri tüüpi , siis täna võid kogu oma raha maha mängida .	Kui oled mänguri tüüpi , võid kogu oma raha maha mängida .
100567	224	0	{}	""" Seega , opositsioonierakonnana toetame Riigikogus köiki arukaid ettepanekuid parandamaks rahva elujärge ja tugevdamaks Eesti majandust ning esindamaks oma valijate huve , "" teatas Reiljan ."	""" , opositsioonierakonnana toetame Riigikogus köiki arukaid ettepanekuid parandamaks rahva elujärge ja tugevdamaks Eesti majandust ning esindamaks oma valijate huve , "" teatas Reiljan ."
633058	8474	0	{}	Alkohol on mulle alati meeldinud .	Alkohol on mulle meeldinud .
474658	809	1	"{""obl_nmod"": 1}"	“ Vald seadis Lukoilile liiga rängad tingimused , ” ütles Peri .	“ Vald seadis Lukoilile rängad tingimused , ” ütles Peri .
374360	2447	0	{}	Ta lisab irooniavarjundiga , et on meelitatud oma tähtsuse esitlemisest leheveergudel , ja tunnistab kurbusega , et tegelikult ei rünnata selle leheartikli kaudu mitte teda , vaid peaminister Laari ja kolmikliitu ning süvendatakse üldsuses väärarvamust , et Toompea poliitikud teevad kõikvõimalikke sigadusi .	Ta lisab irooniavarjundiga , et on meelitatud oma tähtsuse esitlemisest leheveergudel , ja tunnistab kurbusega , et ei rünnata selle leheartikli kaudu teda , vaid peaminister Laari ja kolmikliitu ning süvendatakse üldsuses väärarvamust , et Toompea poliitikud teevad kõikvõimalikke sigadusi .
526766	409	0	{}	NATO peasekretär Jaap de Hoop Scheffer nimetaski piltidel nähtud Saksa sõdurite tegevust Afganistanis täiesti lubamatuks .	NATO peasekretär Jaap de Hoop Scheffer nimetaski piltidel nähtud Saksa sõdurite tegevust Afganistanis lubamatuks .
104138	545	0	{}	Esialgu liikus auto Poolas Tšehhi piiri suunas .	Liikus auto Poolas Tšehhi piiri suunas .
635007	113590	1	"{""acl_nsubj:cop"": 1, ""conj_nmod"": 1, ""appos_conj"": 1}"	Üldse tundub , et sa oled liiga kinni selles liitlaste kontrolli t6hususes , siit ka su ülejäänud väidete 'raudkindlus' .	Tundub , et sa oled kinni selles liitlaste kontrolli t6hususes , su ülejäänud väidete ' raudkindlus ' .
678203	1348	1	"{""nmod_nsubj"": 1}"	Niipea , kui kasutaja hiire vaateväljast kaduma juhtub , tuleb ekraanile veateade .	, kui kasutaja hiire vaateväljast kaduma juhtub , tuleb ekraanile veateade .
376231	74474	1	"{""ccomp_conj"": 1, ""obj_nsubj:cop"": 1, ""obj_conj"": 1}"	Elli ei teadnud , kas Marcelil on pikad juuksed , on ta “ patsiga poiss ” või ärimehele kohaselt üsna nudiks friseeritud .	Elli ei teadnud , Marcelil on pikad juuksed , on ta “ patsiga poiss ” või nudiks friseeritud .
86045	2857	0	{}	""" See on inimese enda viga , kui ta ei suuda asju laiemalt näha ."	""" See on inimese enda viga , kui ta ei suuda asju näha ."
403201	287230	0	{}	Ning üllatuslikult ma tõepoolest oskasin rääkida , olin õppinud ja harjutanud tema kõrval .	Ning ma oskasin rääkida , olin õppinud ja harjutanud tema kõrval .
650405	7238	1	"{""ccomp_csubj:cop"": 1}"	Võibolla mõne jaoks on see imelik , et ma näiteks usun egiptuse jumalate olemasolu ( vähemalt minevikus ) minu jaoks pole see teps mitte imelik .	Mõne jaoks on see imelik , et ma näiteks usun egiptuse jumalate olemasolu ( minevikus ) minu jaoks pole see imelik .
703624	317766	0	{}	Siis tuleb tõepoolest uurida , mis plakatile kirjutatu tagamõte on ja mida mees räägib .	Tuleb uurida , mis plakatile kirjutatu tagamõte on ja mida mees räägib .
7226	530	0	{}	Kaubanduskokkulepet Hiinaga nõudsid USA valitsuselt juba pikka aega Ameerika tööstustootjad ja põllumehed , kes seni põrkasid Hiinaga kaubeldes kõrgetele tollitõketele , mis WTO-siseselt peaksid kaduma .	Kaubanduskokkulepet Hiinaga nõudsid USA valitsuselt pikka aega Ameerika tööstustootjad ja põllumehed , kes põrkasid Hiinaga kaubeldes kõrgetele tollitõketele , mis peaksid kaduma .
705051	833160	1	"{""acl_advcl"": 1, ""advcl_acl"": 1}"	Põhimõtteliselt on kaks keeleoskuse kontrolli võimalust : kas kontroll toimub enne seda , kui kandidaadid registreeritakse , või toimub see siis , kui kandidaadid on juba registreeritud .	Põhimõtteliselt on kaks keeleoskuse kontrolli võimalust : kontroll toimub enne seda , kui kandidaadid registreeritakse , või toimub see , kui kandidaadid on registreeritud .
416207	1836	0	{}	Nestor soovitab kõigile kohustuslikku kindlustusmaksu , mille puhul töötaja maksab iga kuu oma palgast raha fondi ja töökaotuse korral saab sealt abiraha .	Nestor soovitab kõigile kohustuslikku kindlustusmaksu , mille puhul töötaja maksab iga kuu oma palgast raha fondi ja töökaotuse korral saab abiraha .
317574	5705	1	"{""advcl_root"": 1, ""root_obj"": 1}"	Kui sellest midagi õppisin , siis järjekindlust ja julgust .	Kui sellest midagi õppisin , järjekindlust ja julgust .
388025	241579	0	{}	No näita siis , mis sa selle kuusega teha mõistsid !	No näita , mis sa selle kuusega teha mõistsid !
702885	8050	0	{}	punane laik esilehel on täitsa sobiv mingisuguse seosetu möla , shouboxi või mõne muu jama jaoks .	Punane laik esilehel on sobiv mingisuguse seosetu möla , shouboxi või mõne muu jama jaoks .
24632	1817	1	"{""obl_nmod"": 1}"	"Terminaatori laulud on neljal aastal olnud Raadio 2 aastahiti küsitluse esiviisikus - 1995. aastal oli "" Juulikuu lumi "" ülekaalukas esikohaomanik , 1997. aastal "" Kaitseta "" neljas , 1998. aastal "" Aja teenija "" ja mullu "" Jää "" samuti neljandal kohal ."	"Terminaatori laulud on neljal aastal olnud Raadio 2 küsitluse esiviisikus - 1995. aastal oli "" Juulikuu lumi "" ülekaalukas esikohaomanik , 1997. aastal "" Kaitseta "" neljas , 1998. aastal "" Aja teenija "" ja "" Jää "" neljandal kohal ."
3223	16567	1	"{""obl_nmod"": 1}"	Kindlasti ei saa neid vaadelda kui üksnes rõhutuid ja seeläbi pidada nende käitumist üksnes alluvaks ja struktuuridest määratletuteks .	Ei saa neid vaadelda kui rõhutuid ja pidada nende käitumist alluvaks ja struktuuridest määratletuteks .
667431	1497	0	{}	Kahel eelmisel aastal Euroopa karikavõitjate karikasarjas mänginud Tallinna Sadam pole eurosarja mängudes küll järgmisse ringi pääsenud , ent samuti pole koduväljakul vastasele alla jäädud .	Kahel eelmisel aastal Euroopa karikavõitjate karikasarjas mänginud Tallinna Sadam pole eurosarja mängudes järgmisse ringi pääsenud , ent pole koduväljakul vastasele alla jäädud .
699020	2096	0	{}	ELi meetodite pakett laieneb meile alles siis , kui oleme liidu liikmesmaa .	ELi meetodite pakett laieneb meile , kui oleme liidu liikmesmaa .
438793	1404	1	"{""nsubj_nsubj:cop"": 1, ""aux_cop"": 1}"	Kas on siin tegu jämeda arvutusvigade reaga , mida keegi kontrollida pole viitsinud , või on tegu kergeusklike valijate ettekavatsetud petmisega , et koguda võiduks vajalikud hääled .	On tegu jämeda arvutusvigade reaga , mida keegi kontrollida pole viitsinud , või on tegu kergeusklike valijate ettekavatsetud petmisega , et koguda võiduks vajalikud hääled .
490443	1297	0	{}	Need on haprad ning painutades või murdes purunevad kergesti .	Need on haprad ning painutades või murdes purunevad .
621394	179476	1	"{""conj_nmod"": 1}"	Vabatsooni või vabalattu võib toimetada käesoleva seadustiku § 198 lõike 1 punktis 2 ja lõike 2 punktis 2 nimetatud Eesti kaupa , muud Eesti kaupa , kui sellega ei raskendata oluliselt tollikontrolli teostamist või ei muudeta seda võimatuks , ning välisriigi kaupa .	Vabatsooni või vabalattu võib toimetada käesoleva seadustiku § 198 lõike 1 punktis 2 ja lõike 2 punktis 2 nimetatud Eesti kaupa , muud Eesti kaupa , kui sellega ei raskendata tollikontrolli teostamist või ei muudeta seda võimatuks , ning välisriigi kaupa .
565127	3708	1	"{""nsubj:cop_nsubj"": 1, ""root_aux"": 1, ""xcomp_root"": 1}"	Matusekõnelejadki vist ei tohtinud selle koha pealt suud lahti teha .	Matusekõnelejadki ei tohtinud selle koha pealt suud lahti teha .
705171	119493	0	{}	kiisu_miisu: kas kedagi põltsust kaa un	Kiisu_miisu : kedagi põltsust kaa un
650398	103780	0	{}	See vajab ainult viimistlemist .	See vajab viimistlemist .
431931	887	1	"{""advcl_root"": 1, ""root_acl"": 1, ""nsubj_obj"": 1}"	Seni tasuta avaldatud kuulutustele on juurde tekkinud hind .	Tasuta avaldatud kuulutustele on juurde tekkinud hind .
441986	3338	1	"{""nsubj_nmod"": 1}"	Filmi heitlikkust süvendab von Trierile omane närviline kaamera - seekord segab ta jälgimist ja hägustab niigi hägusat mõtet kaunis tõhusalt .	Filmi heitlikkust süvendab von Trierile omane närviline kaamera - segab ta jälgimist ja hägustab hägusat mõtet .
